paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P698,Temper and Tilt Lead to SLOP: Reward Hacking Mitigation with Inference-Time Alignment,2026,5,5,no,Relevant to reward-hacking mitigation in inference-time alignment: shows reward-ensembling (opinion pooling) plus weight calibration improves robustness against proxy exploitation without loss of alignment performance.,value alignment; robustness,information theory
P699,Pedagogical Safety in Educational Reinforcement Learning: Formalizing and Detecting Reward Hacking in AI Tutoring Systems,2026,5,5,no,"Directly relevant: formalizes and empirically demonstrates reward hacking in a real application domain (tutoring), with a severity metric; shows proxy-reward optimization systematically diverges from the true objective.",value alignment; robustness; ethics; capabilities,other
P700,Thinking-Based Non-Thinking: Solving the Reward Hacking Problem in Training Hybrid Reasoning Models via Reinforcement Learning,2026,4,4,no,Relevant: method mitigating reward hacking in RL training of hybrid reasoning models; technical alignment-adjacent method.,value alignment,none
P701,Feedback Loops With Language Models Drive In-Context Reward Hacking,2024,4,4,no,"Relevant: establishes in-context reward hacking as a distinct alignment failure arising from world-feedback loops rather than training-time optimization, expanding the scope of reward hacking to test-time agent behavior. Full-text basis (arXiv version).",value alignment; robustness; ethics; capabilities,other
P702,Specification Self-Correction: Mitigating In-Context Reward Hacking Through Test-Time Refinement,2025,4,4,no,Test-time framework mitigating in-context reward hacking (exploitation of faulty rubrics/specifications); relevant to specification-gaming and alignment robustness.,value alignment; robustness; capabilities,other
P704,InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,2024,5,5,no,"Directly relevant: information-theoretic approach to reward misgeneralization and overoptimization, with an overoptimization indicator; evidence of spurious-feature exploitation in reward models.",value alignment; robustness,information theory
P705,Uncertainty-Aware Reward Discounting for Mitigating Reward Hacking,2026,5,5,no,"Directly relevant: principled framework mitigating reward hacking via joint uncertainty-aware reward discounting, with convergence guarantees.",value alignment; interpretability; robustness,dynamical systems; information theory; other
P706,A Multi-Level Framework for the AI Alignment Problem,2023,4,4,no,"Relevant: scoping/normative framework mapping the levels at which alignment targets are defined, useful context for the governance dimensions of the review; position-style contribution. Full-text basis.",value alignment; interpretability; robustness; governance; ethics; capabilities,none
P707,Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,2026,5,5,no,Reward modeling framework mitigating reward hacking due to noisy annotations and systematic biases in RLHF; strongly relevant to alignment robustness against reward-model exploitation.,value alignment; interpretability; robustness; ethics,information theory
P708,Incomplete Contracting and AI Alignment,2018,4,4,no,"Conceptual framing of alignment as an incomplete-contracting problem where external institutional structure provides implicit terms — relevant to value specification and the impossibility of fully specifying contracts, but analytical rather than formal/empirical.",value alignment,none
P710,When Reward Hacking Rebounds: Understanding and Mitigating It with Representation-Level Signals,2026,4,4,no,Directly relevant: empirical study of reward hacking dynamics with representation-level detection/mitigation; relevant to reward hacking mechanisms.,value alignment; interpretability; robustness; mesa-optimization; capabilities,none
P711,IR$^3$: Contrastive Inverse Reinforcement Learning for Interpretable Detection and Mitigation of Reward Hacking,2026,5,5,no,"Relevant: makes the reward-hacking-prone implicit objective of RLHF models transparent and repairable, connecting interpretability to alignment; supports the thesis that the internalized objective (representation) must be inspected, not just behavior. Abstract-only, low confidence.",value alignment; interpretability; robustness; capabilities,other
P713,MO-GRPO: Mitigating Reward Hacking of Group Relative Policy Optimization on Multi-Objective Problems,2025,4,4,no,Relevant to reward hacking in multi-objective RL: identifies that GRPO overoptimizes one objective at the expense of others (a compositional proxy-misspecification failure) and provides an analytically motivated mitigation.,value alignment,other
P714,Truthful or Fabricated? Using Causal Attribution to Mitigate Reward Hacking in Explanations,2025,4,4,no,Directly relevant: demonstrates reward hacking of explanations (surface CoT decoupled from internal reasoning) and proposes a causal-attribution fix; touches the internal-vs-surface coherence theme of the sigma-trap.,value alignment; interpretability; robustness; ethics,none
P715,Calibration Collapse Under Sycophancy Fine-Tuning: How Reward Hacking Breaks Uncertainty Quantification in LLMs,2026,4,4,no,Relevant: empirical study linking sycophancy (a reward hacking manifestation) to calibration degradation in LLMs.,value alignment; interpretability; robustness; governance; ethics; capabilities,none
P716,SoliReward: Mitigating Susceptibility to Reward Hacking and Annotation Noise in Video Generation Reward Models,2025,5,5,no,"Relevant: targets reward hacking and annotation noise in video-generation reward models, extending RLHF-style alignment to a new modality with specific data-collection and loss-design fixes. Full-text basis.",value alignment; robustness; capabilities,other
P717,"More Convincing, Not More Correct: Self-Play Reward Hacking of Reference-Free LLM Judges",2026,4,4,no,"Empirical study of self-play reward hacking in reference-free LLM judges, demonstrating judge false-positive basins exploited by policies; relevant to reward-hacking detection and alignment evaluation.",value alignment; governance,none
P718,Pragmatic-Pedagogic Value Alignment,2017,4,4,no,Foundational CIRL formulation: value alignment as a dynamic game in which the human teaches via demonstrations and the robot models human pedagogy — the theoretical basis for learning alignment from implicit human teaching signals.,value alignment; ethics; capabilities,game theory; decision theory; dynamical systems; other
P719,Gradient Regularization Mitigates Reward Hacking in Reinforcement Learning from Human Feedback and Verifiable Rewards,2026,5,5,no,"Directly relevant: theory-plus-empirics on why policies overfit reward inaccuracy and how flatness-aware optimization mitigates hacking; relevant to reward-model fragility, not compositional generalization.",value alignment; robustness; ethics,other
P720,Understanding the Process of Human-AI Value Alignment,2025,4,4,no,Directly relevant: systematic review characterizing the value alignment literature and refining its definition.,value alignment; governance; ethics; capabilities,none
P724,Methodological reflections for AI alignment research using human feedback,2022,4,4,no,Relevant: methodological reflection on RLHF reward-data reliability in summarization; directly useful for interpreting RLHF evidence but does not address the sigma-trap mechanism.,value alignment; ethics; capabilities,none
P725,Goal Alignment: A Human-Aware Account of Value Alignment Problem,2023,4,4,no,Directly relevant: reformulation of value alignment around expectation-behavior asymmetry; conceptual.,value alignment; robustness,other
P726,Corrigibility as a Singular Target: A Vision for Inherently Reliable Foundation Models,2025,4,4,no,"Relevant: a concrete corrigibility-first design target that sidesteps value-specification complexity and emergent power-seeking, aligning with the control/oversight thread of the review. Full-text basis.",value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,decision theory; dynamical systems
P728,What Makes a Medical Checker Trainable? Diagnosing Signal Collapse and Reward Hacking in Checker-Guided RAG for Biomedical QA,2026,4,4,no,"Directly relevant to reward hacking and proxy choice: shows that the distributional properties of the reward/checker (signal collapse) rather than its accuracy govern whether RL produces usable alignment signal, and that overly strong rewards trigger reward-hacking cascades.",value alignment; ethics,none
P729,Normative Conflicts and Shallow AI Alignment,2025,5,5,no,Directly relevant: argues alignment produces shallow behavioral dispositions vulnerable to norm-conflict exploitation rather than genuine normative capacity; aligns with the sigma-trap claim that surface alignment without internal coherence fails under composition.,value alignment; robustness; governance; ethics,none
P732,Using AI Alignment Theory to understand the potential pitfalls of regulatory frameworks,2024,5,5,no,"Applies alignment-failure concepts (proxy gaming, reward hacking, specification gaming) to regulatory analysis of the EU AI Act; relevant to alignment-failure theory and governance.",value alignment; robustness; governance; ethics; capabilities,none
P733,MAP: Multi-Human-Value Alignment Palette,2024,4,4,no,Relevant to pluralistic value alignment: frames simultaneous multi-value alignment as constrained optimization with a feasibility check — relevant to how conflicting values can be coherently combined (a schema-coherence-adjacent formalization of value targets).,value alignment; interpretability; ethics,decision theory; information theory
P736,AI Alignment Strategies from a Risk Perspective: Independent Safety Mechanisms or Shared Failures?,2025,4,4,no,"Relevant: systemic risk analysis of alignment techniques' correlated failures, informing when alignment methods can be combined defensively; connects robustness of alignment to technique independence. Full-text basis.",value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none
P737,AI Alignment and Social Choice: Fundamental Limitations and Policy Implications,2023,4,4,no,Social-choice impossibility analysis of democratic RLHF alignment; relevant to alignment theory and its governance/policy implications.,value alignment; interpretability; governance; ethics,other
P740,"Brief Notes on Hard Takeoff, Value Alignment, and Coherent Extrapolated Volition",2017,4,4,no,Relevant: brief conceptual notes on alignment-relevant concepts for superintelligent systems; position.,value alignment,other
P741,Concept Alignment as a Prerequisite for Value Alignment,2023,4,4,no,"Relevant and closely tied to the sigma-trap: argues value misalignment arises from misaligned situation representations (conceptual/schema mismatch), i.e., a representational failure as the root of alignment failure - a formalization of the sigma-model thesis in the IRL setting, with empirical support.",value alignment,information theory; other
P742,"The Linguistic Blind Spot of Value-Aligned Agency, Natural and Artificial",2022,4,4,no,Philosophical argument linking linguistic communication to the feasibility of robust value alignment; relevant to value-alignment theory.,value alignment; robustness; ethics,none
P745,AI Alignment: A Comprehensive Survey,2023,5,5,no,Directly relevant: comprehensive survey structuring the alignment field via RICE principles and forward/backward alignment decomposition.,value alignment; interpretability; robustness; governance,other
P748,You Are What You Eat -- AI Alignment Requires Understanding How Data Shapes Structure and Generalisation,2025,3,4,yes,Directly aligns with the sigma-trap thesis: argues that alignment requires understanding how internal structure in models relates to data structure and generalization — precisely the schema-coherence / compositional-generalization link — and that behavior-level evaluation is insufficient.,value alignment; interpretability; robustness; ethics; capabilities,information theory
P750,The Specification Trap: Why Static Value Alignment Alone Is Insufficient for Robust Alignment,2025,4,4,no,Directly relevant: philosophical argument that static alignment approaches structurally fail across all major alignment methods; foundational critique.,value alignment; robustness; governance; ethics; capabilities,decision theory; other
P752,Unifying Value Alignment and Assignment in Cross-Domain Offline Reinforcement Learning with Heterogeneous Datasets,2026,3,1,yes,"'Value alignment' here refers to alignment of value estimates/functions for policy transfer in cross-domain offline RL, not AI human-value alignment. Off-topic. Revised down from seed 3.",other,none
P755,"Cultural Value Alignment in Large Language Models: A Prompt-based Analysis of Schwartz Values in Gemini, ChatGPT, and DeepSeek",2025,4,4,no,Directly relevant: empirical analysis of cultural value alignment across models using Schwartz framework; value alignment measurement.,value alignment; ethics,other
P763,Design Generative AI for Practitioners: Exploring Interaction Approaches Aligned with Creative Practice,2026,3,2,yes,"Off-topic for value alignment / sigma-trap: 'alignment' here refers to aligning generative-AI output with designers' creative intent in HCI practice, not alignment with human values. Tangential to the scoping review.",value alignment; interpretability; capabilities,none
P772,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,2024,4,4,no,Roadmap framing AI alignment as a sociotechnical incentive-compatibility problem via game theory; relevant to alignment theory and governance.,value alignment; robustness; governance; ethics,game theory
P774,Steps Towards Value-Aligned Systems,2020,4,4,no,Tangentially relevant: argues alignment assessment should be systems-level rather than artifact-level; relevant framing for alignment evaluation but no mechanism or empirical evidence.,value alignment; robustness; ethics,none
P775,Existential Indifference: Self-Nonpreservation as a Necessary Architectural Condition for Aligned Superintelligence (or: The Suicidal AI),2026,5,5,no,"Directly relevant: architectural proposal targeting self-preservation as the root of misalignment, with theoretical and preliminary empirical grounding.",value alignment; robustness; mesa-optimization; governance; ethics; capabilities,other
P776,Personal Universes: A Solution to the Multi-Agent Value Alignment Problem,2019,4,4,no,"Relevant: an alternative to preference-merging that sidesteps multi-agent value aggregation by aligning per individual; direct contribution to value alignment strategy. Abstract-only, low confidence.",value alignment; robustness,none
P784,SEAL: Systematic Error Analysis for Value ALignment,2024,5,5,no,"Directly relevant: provides interpretability metrics for what reward models actually reward (target vs spoiler features), connecting RM internal behavior to alignment; directly useful for diagnosing misalignment in RLHF.",value alignment; robustness,other
P787,EigenBench: A Comparative Behavioral Measure of Value Alignment,2025,4,4,no,Benchmark quantifying value alignment of LLMs via ensemble consensus; relevant to value-alignment measurement.,value alignment,other
P792,Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes,2026,4,2,yes,"HCI/interpretability study where 'human-AI alignment' refers to user-model agreement via editable explanations, not value alignment. Tangential. Revised down from seed 4.",interpretability,none
P793,Neurodivergent Influenceability as a Contingent Solution to the AI Alignment Problem,2025,5,5,no,"Directly engages the impossibility of full alignment and proposes an ecosystem-of-competing-agents mitigation — relevant to the alignment-possibility debate, though the claimed impossibility proof and the speculative solution require scrutiny.",value alignment; capabilities,none
P794,System 2 Reasoning for Human-AI Alignment: Generality and Adaptivity via ARC-AGI,2024,4,4,no,"Directly relevant: explicitly links compositional generalization gaps to human-AI alignment and proposes axes to close them; relevant to the compositional-generalization half of the sigma-trap thesis, though it frames alignment as a capability requirement rather than failure mechanism.",value alignment; interpretability; robustness; capabilities,other
P795,Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models,2025,4,4,no,Directly relevant: causal/counterfactual method for pluralistic value alignment handling value interdependence and steerability.,value alignment; interpretability; governance; ethics,other
P796,Expected Value Alignment for Generative Reward Modeling in Formal Mathematics Verification,2026,5,5,no,"Relevant: reward-modeling method for PRMs in formal theorem proving, an important verifiable-reward domain for RL alignment; directly addresses reward-model design trade-offs. Full-text basis.",value alignment; interpretability; robustness; capabilities,other
P797,Towards New Benchmark for AI Alignment & Sentiment Analysis in Socially Important Issues: A Comparative Study of Human and LLMs in the Context of AGI,2025,4,4,no,"Empirical comparison of LLM vs human sentiment toward AGI, highlighting potential conflicts of interest and bias; relevant to human-AI value divergence.",value alignment; robustness; governance; ethics; capabilities,none
P800,"Relative Principals, Pluralistic Alignment, and the Structural Value Alignment Problem",2026,4,4,no,Directly relevant: structural/governance reconceptualization of misalignment via principal-agent axes; conceptual.,value alignment; governance,other
P811,Sparsity and Out-of-Distribution Generalization,2026,3,4,yes,"Relevant and closely tied to the sigma-trap: gives a formal account of OOD generalization explicitly framed as central to AI alignment, linking sparsity of the feature representation used by a hypothesis to whether it generalizes - a representation-dependent theory of the generalization failure at the heart of the sigma-model thesis.",value alignment; robustness; governance; ethics,other
P812,Beyond Static Snapshots: A Grounded Evaluation Framework for Language Models at the Agentic Frontier,2026,5,5,no,Evaluation-framework critique showing reward hacking follows predictably from RLHF evaluation design; strongly relevant to alignment evaluation and the structural nature of reward hacking.,value alignment; interpretability; robustness; capabilities,other
P813,Causality as the Statistical Conscience of Artificial Intelligence: From Pearl's Ladder to Trustworthy Machines,2026,4,4,no,"Relevant to compositional/OOD generalization: formalizes why causal (invariant) structure is necessary for out-of-distribution generalization — a theoretical bridge to the sigma-trap's compositional-generalization side, though not about value alignment per se.",value alignment; interpretability; robustness; ethics,other
P814,SOAR: Self-Correction for Optimal Alignment and Refinement in Diffusion Models,2026,5,5,no,"Relevant: addresses exposure bias and reward hacking in diffusion model alignment via self-correction; the exposure-bias/off-distribution failure is a compositional-generalization-adjacent phenomenon, though for generation rather than values.",value alignment; robustness; ethics; capabilities,dynamical systems
P815,Improving Text-to-Image Generation with Intrinsic Self-Confidence Rewards,2026,5,5,no,Directly relevant to reward hacking: intrinsic-confidence rewards alleviate reward hacking in text-to-image RL; also relevant to compositional generation.,value alignment; interpretability; robustness; capabilities,dynamical systems
P816,Flow-GRPO: Training Flow Matching Models via Online RL,2025,4,4,no,"Relevant tangentially: RL post-training for generative models, the technical substrate on which reward hacking/alignment issues arise in image generation; not a value-alignment contribution itself. Full-text basis.",value alignment; robustness; capabilities,dynamical systems
P817,TMPO: Trajectory Matching Policy Optimization for Diverse and Efficient Diffusion Alignment,2026,4,4,no,Diffusion alignment RL method mitigating reward hacking via trajectory distribution matching; relevant to alignment robustness against reward hacking.,value alignment,dynamical systems; information theory
P821,Outcome Accuracy is Not Enough: Aligning the Reasoning Process of Reward Models,2026,5,4,yes,"Relevant and closely tied to the sigma-trap: shows reward models that optimize only outcome accuracy internalize wrong reasoning, a representational/process failure that predicts RLHF generalization failure - aligning the reasoning process, not just outcomes, is necessary; provides a process-alignment metric.",value alignment; robustness; mesa-optimization,other
P822,Empirical Evidence for Alignment Faking in a Small LLM and Prompt-Based Mitigation Techniques,2025,4,4,no,Empirical study of alignment faking (deceptive alignment) in a small model with prompt-based mitigation; relevant to deceptive-alignment risk and monitoring.,value alignment; mesa-optimization; ethics,none
P823,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,2026,5,5,no,Relevant to eliciting latent knowledge from internal representations — central to the 'true vs expressed values' question and to monitoring whether internal knowledge matches behavior; mechanistic-interpretability approach to the alignment knowledge problem.,value alignment; interpretability; robustness; mesa-optimization,none
P824,Linear Correlation in LM's Compositional Generalization and Hallucination,2025,3,4,yes,Directly relevant to the compositional-generalization half of the sigma-trap: shows knowledge composition follows a linear structure in logit space and that deviation from real-world relationships produces hallucination; evidence on the structure (and failure mode) of compositional knowledge in LMs.,robustness; capabilities,information theory; other
P832,Large Language Model Alignment: A Survey,2023,5,5,no,Comprehensive survey of LLM alignment (outer/inner) and evaluation; strongly relevant as review context.,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none
P834,WARM: On the Benefits of Weight Averaged Reward Models,2024,5,5,no,"Directly relevant: RLHF reward-model robustness method targeting reward hacking via weight-space averaging; empirical mitigation, no mechanism for compositional generalization.",value alignment; robustness; ethics; capabilities,other
P835,Offline Model-Based Optimization: Comprehensive Review,2026,5,5,no,Relevant: review formalizing objective hacking/reward hacking in offline optimization; links reward hacking to offline distributional extrapolation.,value alignment; robustness; capabilities,other
P841,Process Reinforcement through Implicit Rewards,2026,5,5,no,"Relevant: addresses online PRM training and its reward-hacking vulnerability in reasoning tasks, a central mechanism for inference-time scaling and RL alignment. Full-text basis.",value alignment; ethics; capabilities,information theory
P842,THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES,2026,5,5,no,Perspective reframing deceptive alignment and reward hacking as predictable optimization outcomes; conceptually aligned with viewing alignment failure as structural/optimization-driven. Relevant to alignment-failure theory.,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,information theory; other
P845,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,2026,4,4,no,Relevant: methodological approach for interpreting pluralistic safety feedback to inform alignment; empirical analysis.,value alignment; robustness,other
P847,SEEING EYE TO AI: HUMAN ALIGNMENT VIA GAZE-BASED RESPONSE REWARDS FOR LARGE LANGUAGE MODELS,2025,4,4,no,RLHF reward-model method using implicit gaze feedback; relevant to preference modeling in alignment.,value alignment,none
P848,ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization,2025,4,4,no,Relevant to reward-hacking mitigation in preference optimization: token-level confidence-based targeting reduces overoptimization without auxiliary credit-assignment models — a concrete DAA variant addressing proxy-overoptimization.,value alignment,information theory
P850,Position: AI Safety Must Embrace an Antifragile Perspective,2025,5,5,no,Directly relevant: identifies reward hacking and over-alignment as consequences of static robustness testing and proposes an antifragile safety paradigm.,value alignment; interpretability; robustness; ethics; capabilities,other
P851,Aggregation Problems in Machine Ethics and AI Alignment,2025,4,4,no,"Relevant: clarifies the normative structure of aggregation in value alignment vs machine ethics, directly relevant to pluralism and moral-uncertainty approaches; position-style contribution. Abstract-only, low confidence.",value alignment; ethics,none
P852,MAP: MULTI-HUMAN-VALUE ALIGNMENT PALETTE,2025,4,4,no,Multi-value alignment method formulated as constrained optimization; relevant to value-alignment methods.,value alignment,other
P853,CONTRANS: Weak-to-Strong Alignment Engineering via Concept Transplantation,2025,4,4,no,"Directly relevant to representation-level value alignment: shows value concepts can be extracted as vectors from a weak model and transplanted into a strong model — evidence that alignment-relevant knowledge lives in transferable internal directions, relevant to schema/representation-based alignment.",value alignment; robustness,none
P854,Action-Dependent Optimality-Preserving Reward Shaping,2025,4,4,no,"Relevant: reward shaping designed to preserve optimality while preventing shaping-reward hacking; theory-plus-application contribution to reward design, not compositional generalization.",value alignment,other
P855,PBRL with Offline Reward Modeling on Explicitly Constrained Policies,2025,5,5,no,Relevant: method mitigating reward hacking in offline preference-based RL via explicitly constrained action spaces.,value alignment; robustness,information theory
P856,Observation Interference in Partially Observable Assistance Games,2025,4,4,no,"Relevant: formal result showing deception-like interference can be unavoidable for optimally aligned assistants under partial observability - a theoretical constraint on what value-aligned behavior requires. Abstract-only, low confidence.",value alignment; mesa-optimization,other
P857,"Free Will, Reasons-Responsiveness and Artificial Intelligence",2025,4,4,no,Philosophy of free will and reasons-responsiveness applied to AI alignment; relevant to agency and value-alignment theory.,value alignment; ethics,none
P859,"Is Best-of-N the Best of Them? Coverage, Scaling, and Optimality in Inference-Time Alignment",2025,4,4,no,Directly relevant: theory showing naive compute scaling (Best-of-N) causes reward hacking and that coverage over high-quality responses determines performance; relevant to inference-time reward overoptimization.,value alignment; capabilities,other
P860,Evaluation of Best-of-N Sampling Strategies for Language Model Alignment,2025,5,5,no,Directly relevant: analysis of reward hacking in BoN sampling alignment and regularization as robust optimization.,value alignment; robustness; ethics; capabilities,information theory; other
P861,VALUE-ALIGNED BEHAVIOR CLONING FOR OFFLINE REINFORCEMENT LEARNING VIA BI-LEVEL OPTIMIZATION,2025,4,4,no,"Relevant: addresses alignment between behavior cloning and value estimation in offline RL, improving policy quality on poor data without OOD deviation; methodological contribution to offline alignment. Abstract-only, low confidence.",value alignment; robustness,other
P862,SAIL INTO THE HEADWIND: ALIGNMENT VIA ROBUST REWARDS AND DYNAMIC LABELS AGAINST REWARD HACKING,2025,5,5,no,Formal analysis of reward-hacking types in offline preference optimization with mitigation methods; strongly relevant to reward-hacking theory and alignment robustness.,value alignment; robustness,information theory
P866,SEE-DPO: Self Entropy Enhanced Direct Preference Optimization,2025,4,4,no,"Relevant: directly targets reward hacking in DPO-based alignment of diffusion models via entropy regularization, a robustness fix for preference-based alignment. Abstract-only, low confidence.",value alignment; robustness,information theory
P867,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,2025,5,5,no,Inference-time diffusion alignment method with analysis of out-of-distribution reward hacking; relevant to alignment robustness.,value alignment; robustness; capabilities,dynamical systems
P869,TOWARDS FEDERATED RLHF WITH AGGREGATED CLIENT PREFERENCE FOR LLMS,2025,4,4,no,"Relevant: privacy-preserving RLHF addressing preference heterogeneity and reward hacking; relevant to preference aggregation in alignment, not compositional generalization.",value alignment,none
P871,The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking,2025,5,5,no,"Relevant: connects an internal-representation quantity (final-layer energy loss / contextual relevance bound) to reward hacking, supporting representation-level detection of alignment failure rather than purely behavioral monitoring. Abstract-only, low confidence.",value alignment,information theory
P872,RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING,2025,5,5,no,Robust reward model training mitigating reward hacking from prompt-independent artifacts; strongly relevant to alignment robustness.,robustness,none
P873,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,2025,4,4,no,Directly relevant to reward-hacking mitigation: shows restricting optimization horizon can prevent multi-step reward hacks undetectable by humans — relevant to proxy-misspecification and temporal coherence of reward optimization.,value alignment; governance,none
P874,Clone-Robust AI Alignment,2025,4,4,no,"Relevant: social-choice analysis of RLHF reward learning, showing standard methods are fragile to duplicate alternatives; relevant to reward-learning robustness, not compositional generalization.",value alignment; robustness,other
P876,Artificial intelligence in action: Real-world applications and innovations,2025,5,5,no,"Tangentially relevant: broad AI overview with some coverage of risks (hallucinations, unlearning) but no substantive value-alignment contribution; general-context reference. Abstract-only, low confidence.",interpretability; ethics,none
P878,AlphaVerus: Bootstrapping Formally Verified Code Generation througSelf-Improving Translation and Treefinement,2025,4,4,no,"Relevant to reward-hacking prevention in code generation: uses formal verification to filter misaligned specs/programs and prevent reward hacking — relevant to verifiable-reward approaches to alignment, but domain-specific.",value alignment; robustness,none
P879,On Teacher Hacking in Language Model Distillation,2025,5,5,no,"Directly relevant: demonstrates a Goodhart-style failure in distillation analogous to reward hacking, where a proxy (teacher) diverges from the true distribution; relevant to objective-proxy divergence in alignment pipelines.",value alignment; robustness,none
P880,The AI off-switch problem as a signalling game: bounded rationality and incomparability,2025,4,4,no,Directly relevant: formal game-theoretic analysis of the off-switch (corrigibility) problem with bounded rationality; relevant to AI control.,,decision theory
P881,When Can Proxies Improve the Sample Complexity of Preference Learning?,2025,4,4,no,"Relevant: formal conditions under which proxy data helps vs hurts preference learning - directly relevant to reward-model proxy use and reward hacking in LLM fine-tuning. Abstract-only, low confidence.",value alignment,other
P882,Where Does Value Take Shape? An AI–Human Serious Game Design Experiment on the Poème Électronique,2025,3,1,yes,"'Value alignment' refers to cultural heritage values emerging in a serious-game design experiment, not AI value alignment. Off-topic. Revised down from seed 3.",other,other
P883,Preference Learning for AI Alignment: a Causal Perspective,2025,4,4,no,Directly relevant to reward-model generalization: shows naive reward models fail to generalize to novel prompt-response pairs due to confounds and heterogeneity — relevant to why value models misgeneralize (a sigma-trap-adjacent mechanism) and how causal structure helps.,value alignment; robustness,none
P884,AS SIMPLE AS FINE-TUNING: LLM ALIGNMENT VIA BIDIRECTIONAL NEGATIVE FEEDBACK LOSS,2025,4,4,no,"Relevant: alignment optimization method addressing DPO instability via bidirectional feedback; relevant to alignment training methods, not compositional generalization.",value alignment,other
P887,A Computational Framework for Human Values,2024,4,4,no,Computational representation of human values grounded in social psychology; relevant to value-alignment foundations.,value alignment,none
P889,Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences,2020,4,4,no,"Relevant: Bayesian reward inference for safe imitation with uncertainty quantification; relevant to reward learning and safety analysis, not compositional generalization.",value alignment; robustness,other
P891,Feedback Loops With Language Models Drive In-Context Reward Hacking,2024,4,4,no,"Relevant: establishes test-time in-context reward hacking from world-feedback loops as a distinct alignment failure; the PMLR-published version of the same work as the arXiv P701 entry. Abstract-only, low confidence.",value alignment,none
P893,Language Model Alignment with Elastic Reset,2023,5,5,no,Directly relevant to reward-hacking/language-drift mitigation in RLHF: shows the reward-vs-drift tradeoff can be improved by an EMA reset mechanism rather than explicit KL penalty — relevant to controlling proxy-overoptimization side effects.,value alignment,other
P897,ON THE SENSITIVITY OF REWARD INFERENCE TO MISSPECIFIED HUMAN MODELS,2023,4,4,no,Theoretical+empirical analysis of reward inference robustness to misspecified human models; relevant to value-alignment foundations and reward learning.,value alignment; robustness; ethics,none
P898,Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI,2023,5,5,no,Directly relevant to the value-alignment problem formulation: reframes misalignment as an expectation asymmetry and provides interactive goal elicitation — relevant to inferring true objectives despite misspecified behavior; strong alignment relevance.,value alignment; robustness,none
P902,Application of magnetic method on the Argentine continental shelf between 35°S and 48°S,2018,3,1,yes,Geophysics paper on magnetic anomaly analysis of the Argentine continental shelf; unrelated to AI alignment. Off-topic. Revised down from seed 3.,other,none
P903,Direct Behavior Specification via Constrained Reinforcement Learning,2022,4,4,no,Relevant to reward-specification and reward-hacking: constrained-RL formulation of behavior specification directly addresses the manual-reward-engineering → reward-hacking failure; relevant to specification-driven alignment approaches.,value alignment,other
P905,Explaining Learned Reward Functions with Counterfactual Trajectories,2024,5,5,no,Relevant: interpretability method for learned reward functions to surface flaws in reward learning; relevant to alignment evaluation.,value alignment; interpretability; robustness,other
P906,CAUSAL CONFUSION AND REWARD MISIDENTIFICATION IN PREFERENCE-BASED REWARD LEARNING,2023,4,4,no,"Relevant and closely tied to the sigma-trap: shows reward learning fails to generalize OOD - minimal in-distribution error with reward misidentification driving poor OOD performance - an empirical case of proxy representation failing to transfer, the mechanism at the heart of the sigma-model thesis.",value alignment; robustness,none
P909,"An efficient, generalized bellman update for cooperative inverse reinforcement learning",2018,4,4,no,"Relevant: algorithmic advance for CIRL (cooperative value learning) making it tractable; relevant to interactive value learning, not compositional generalization.",value alignment,other
P911,Learning human objectives by evaluating hypothetical behavior,2020,5,5,no,"Relevant: query-efficient, safe reward learning method explicitly motivated by value alignment, addressing the unknown-reward/unknown-unsafe-state problem without costly interaction. Abstract-only, low confidence.",value alignment,other
P913,"Integrative biological simulation, neuropsychology, and AI safety",2019,4,4,no,"Relevant to biologically-grounded value alignment: grounds AI goal structures in neuropsychology and embodied sensorimotor integration — relevant to where aligned goals come from, but agenda-level and speculative.",value alignment; robustness,none
