paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility
P634,2025,opinion,full-text,,2,,1,2,,3,2,3,2.29,C,pos_review,ft_file=Diamond_2025_arxiv.pdf | ft_file=Diamond_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P635,2026,empirical,full-text,,2,,3,2,3,3,1,3,2.59,B,empirical,ft_file=Nishimura_Gasparian_2026_arxiv.pdf | ai-revised:publication_type=other->empirical | pilot-reconcile: D4=3 (open-source suite but no prereg/replication) | ft_file=Nishimura_Gasparian_2026_arxiv.pdf | ai-revised:publication_type=other->empirical | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P636,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Gabor_2025_arxiv.pdf | ai-revised:formal_framework=dynamical systems->none | ft_file=Gabor_2025_arxiv.pdf | ai-revised:formal_framework=dynamical systems->none | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P637,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Roth_2026_arxiv.pdf | ft_file=Roth_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P638,2025,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,ai-revised:methodology=not_applicable->experiment | | ai-revised:methodology=not_applicable->experiment | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P639,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Detecting and Suppressing Reward Hacking with Gradient Fingerprints.pdf | ai-revised:methodology=simulation->experiment | moved:formal_framework(none->other) | ft_file=Detecting and Suppressing Reward Hacking with Gradient Fingerprints.pdf | ai-revised:methodology=simulation->experiment | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P640,2023,position,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P641,2024,other,abstract,,2,,2,2,,3,1,4,2.59,B,pos_review,moved:datasets_used(other) | moved:effect_sizes(other) | | moved:datasets_used(other) | moved:effect_sizes(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0
P642,2026,theoretical,full-text,,2,,1,3,,3,2,3,2.47,B,theoretical,ft_file=Reward Hacking as Equilibrium under Finite Evaluation.pdf | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=Reward Hacking as Equilibrium under Finite Evaluation.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P643,2026,empirical,full-text,,2,,2,2,2,3,2,3,2.24,C,empirical,ft_file=Hong_2026_arxiv.pdf | ft_file=Hong_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P645,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Reward Hacking in Language Model Agents: Revisiting AI Safety Gridworlds.pdf | ft_file=Reward Hacking in Language Model Agents: Revisiting AI Safety Gridworlds.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P646,2025,other,full-text,,2,,4,2,,3,2,4,3.00,B,pos_review,ft_file=MacDiarmid_2025_arxiv.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | ft_file=MacDiarmid_2025_arxiv.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P647,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Do Prompt-Elicited Trajectories Reflect Training-Time Reward Hacking A Systematic Study on Monitoring Trainig-Time Reward Hacking in Code Generation.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Do Prompt-Elicited Trajectories Reflect Training-Time Reward Hacking A Systematic Study on Monitoring Trainig-Time Reward Hacking in Code Generation.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P648,2026,empirical,full-text,,2,,2,2,2,3,2,3,2.24,C,empirical,ft_file=Khalifa_2026_arxiv.pdf | ft_file=Khalifa_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P649,2019,theoretical,abstract,,2,,2,3,,3,2,3,2.65,B,theoretical,ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P652,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,"ft_file=Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2)",0
P653,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking.pdf | ft_file=Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P654,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Yao_2026_arxiv.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | ft_file=Yao_2026_arxiv.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P656,2026,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P657,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=He_2025_arxiv.pdf | ft_file=He_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P659,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Wilhelm_2026_arxiv.pdf | ft_file=Wilhelm_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P660,2025,theoretical,full-text,,2,,2,3,,3,2,3,2.65,B,theoretical,ft_file=Dable_Heath_2025_arxiv.pdf | ai-revised:publication_type=other->theoretical | ft_file=Dable_Heath_2025_arxiv.pdf | ai-revised:publication_type=other->theoretical | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P661,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Sahoo_2025_arxiv.pdf | ft_file=Sahoo_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P662,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Thaman_2026_arxiv.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=Thaman_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P663,2026,other,full-text,,2,,1,2,,3,2,2,2.12,C,pos_review,ft_file=Belenky_2026_arxiv.pdf | ai-revised:methodology=not_applicable->experiment | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | ft_file=Belenky_2026_arxiv.pdf | ai-revised:methodology=not_applicable->experiment | moved:datasets_used(other) | moved:effect_sizes(other) | moved:methodology(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P664,2026,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P665,2024,empirical,full-text,,2,,1,2,2,3,2,2,2.00,C,empirical,ft_file=Bhat_2024_arxiv.pdf | ft_file=Bhat_2024_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P666,2026,other,full-text,,2,,1,2,,3,1,3,2.24,C,pos_review,ft_file=Mahmoud_2026_arxiv.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | ft_file=Mahmoud_2026_arxiv.pdf | moved:datasets_used(other) | moved:effect_sizes(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P667,2025,empirical,full-text,,2,,2,3,1,3,2,4,2.24,C,empirical,ft_file=Hudson_2025_arxiv.pdf | ft_file=Hudson_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=1 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P669,2025,other,full-text,,2,,2,3,,3,1,3,2.59,B,pos_review,ft_file=Khalaf_2025_arxiv.pdf | moved:effect_sizes(other) | ft_file=Khalaf_2025_arxiv.pdf | moved:effect_sizes(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P670,2026,review,full-text,,2,,1,2,,3,2,3,2.29,C,pos_review,"ft_file=Reward Hacking in the Era of Large Models Mechanisms, Emergent Misalignment, Challenges.pdf | ai-revised:publication_type=empirical->review | moved:methodology(review) | ft_file=Reward Hacking in the Era of Large Models Mechanisms, Emergent Misalignment, Challenges.pdf | ai-revised:publication_type=empirical->review | moved:methodology(review) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3",0
P671,2026,empirical,full-text,,2,,1,3,2,3,1,3,2.18,C,empirical,ft_file=Deng_2026_arxiv.pdf | moved:formal_framework(none->other) | ft_file=Deng_2026_arxiv.pdf | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P672,2025,empirical,full-text,,2,,3,2,2,3,1,3,2.35,C,empirical,ft_file=Turpin_2025_arxiv.pdf | scored:D2=3 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | ft_file=Turpin_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P674,2025,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Reward Shaping to Mitigate Reward Hacking in RLHF.pdf | ft_file=Reward Shaping to Mitigate Reward Hacking in RLHF.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P676,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Deshpande_2026_arxiv.pdf | ft_file=Deshpande_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P677,2026,empirical,abstract,,2,,1,2,2,3,2,3,2.06,C,empirical,d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P678,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Abahana_2026_arxiv.pdf | ft_file=Abahana_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P679,2025,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P680,2025,position,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P681,2026,other,full-text,,2,,2,2,,3,1,3,2.41,B,pos_review,ft_file=Opryshko_2026_arxiv.pdf | ft_file=Opryshko_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P683,2025,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Zhai_2025_arxiv.pdf | ft_file=Zhai_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P684,2025,empirical,full-text,,2,,3,2,2,3,2,4,2.47,B,empirical,ft_file=Ji_2025_arxiv.pdf | ft_file=Ji_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P685,2026,theoretical,abstract,,2,,1,3,,3,1,3,2.41,B,theoretical,ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P686,2026,empirical,full-text,,2,,1,2,3,3,2,3,2.29,C,empirical,ft_file=Heath_2026_arxiv.pdf | ft_file=Heath_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P687,2025,empirical,abstract,,2,,2,2,2,3,2,3,2.24,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P689,2025,empirical,full-text,,2,,2,2,2,3,2,3,2.24,C,empirical,ft_file=Generative Adversarial Post-Training Mitigates Reward Hacking in Live Human-AI Music Interaction.pdf | ft_file=Generative Adversarial Post-Training Mitigates Reward Hacking in Live Human-AI Music Interaction.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P691,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=UMM-RM An Upcycle-and-Merge MoE Reward Model for Mitigating Reward Hacking.pdf | ai-revised:formal_framework=information theory->none | ft_file=UMM-RM An Upcycle-and-Merge MoE Reward Model for Mitigating Reward Hacking.pdf | ai-revised:formal_framework=information theory->none | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P692,2026,empirical,abstract,,2,,2,2,2,3,2,3,2.24,C,empirical,scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P693,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Proxy Reward Internalization and Mechanistic Exploitation A Learned Precursor to Reward Hacking and Its Generalization.pdf | ft_file=Proxy Reward Internalization and Mechanistic Exploitation A Learned Precursor to Reward Hacking and Its Generalization.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P694,2025,theoretical,full-text,,2,,2,4,,3,2,4,3.00,B,theoretical,ft_file=Nayebi_2025_arxiv.pdf | ft_file=Nayebi_2025_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=4 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P695,2025,empirical,full-text,,2,,2,2,2,3,2,3,2.24,C,empirical,ft_file=Is It Thinking or Cheating Detecting Implicit Reward Hacking by Measuring Reasoning Effort.pdf | ai-revised:publication_type=other->empirical | ft_file=Is It Thinking or Cheating Detecting Implicit Reward Hacking by Measuring Reasoning Effort.pdf | ai-revised:publication_type=other->empirical | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P696,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Information-Theoretic Reward Modeling for Stable RLHF Detecting and Mitigating Reward Hacking.pdf | ft_file=Information-Theoretic Reward Modeling for Stable RLHF Detecting and Mitigating Reward Hacking.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P698,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Temper and Tilt Lead to SLOP Reward Hacking Mitigation with Inference-Time Alignment.pdf | ft_file=Temper and Tilt Lead to SLOP Reward Hacking Mitigation with Inference-Time Alignment.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P699,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Olukola_2026_arxiv.pdf | ft_file=Olukola_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P700,2026,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Gan_2026_arxiv.pdf | ft_file=Gan_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P702,2025,empirical,full-text,,2,,1,2,2,3,1,2,1.94,C,empirical,ft_file=Specification Self-Correction Mitigating In-Context Reward Hacking Through Test-Time Refinement.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=Specification Self-Correction Mitigating In-Context Reward Hacking Through Test-Time Refinement.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P705,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Singha_2026_arxiv.pdf | ft_file=Singha_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P706,2023,other,full-text,,2,,2,2,,3,1,3,2.41,B,pos_review,ft_file=A Multi-Level Framework for the AI Alignment Problem.pdf | moved:datasets_used(other) | ft_file=A Multi-Level Framework for the AI Alignment Problem.pdf | moved:datasets_used(other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P707,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Duan_2026_arxiv.pdf | ft_file=Duan_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P710,2026,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=When Reward Hacking Rebounds Understanding and Mitigating It with Representation-Level Signals.pdf | ai-revised:publication_type=other->empirical | ft_file=When Reward Hacking Rebounds Understanding and Mitigating It with Representation-Level Signals.pdf | ai-revised:publication_type=other->empirical | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P711,2026,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P713,2025,empirical,abstract,,2,,1,3,2,3,1,2,2.12,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P714,2025,other,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P715,2026,empirical,full-text,,2,,1,2,3,3,2,2,2.24,C,empirical,ft_file=Sahoo_2026_arxiv.pdf | ft_file=Sahoo_2026_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P716,2025,empirical,full-text,,2,,1,2,2,3,2,3,2.06,C,empirical,ft_file=Lian_2025_arxiv.pdf | ai-revised:formal_framework=dynamical systems->none | ai-revised:mathematical_formalism=ODEs; probability; optimization->probability | moved:formal_framework(none->other) | ft_file=Lian_2025_arxiv.pdf | ai-revised:formal_framework=dynamical systems->none | ai-revised:mathematical_formalism=ODEs; probability; optimization->probability | moved:formal_framework(none->other) | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P717,2026,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,ai-revised:methodology=not_applicable->experiment | | ai-revised:methodology=not_applicable->experiment | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P718,2017,empirical,full-text,,2,,4,3,2,3,1,4,2.76,B,empirical,ft_file=Fisac_2017_arxiv.pdf | ft_file=Fisac_2017_arxiv.pdf | d1:arxiv | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0
