paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility,subdomains,sens,sens_tier
P861,2025,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.2142857142857144,C
P862,2025,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; robustness,2.428571428571429,B
P863,2025,theoretical,abstract,,2,,2,3,,3,1,3,2.59,B,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.714285714285715,B
P864,2025,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics; capabilities,2.2142857142857144,C
P865,2025,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.142857142857143,C
P866,2025,empirical,abstract,,1,,1,2,2,3,1,3,1.88,C,empirical,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.0714285714285716,C
P867,2025,empirical,full-text,,2,,1,3,2,3,1,3,2.18,C,empirical,ft_file=Inference-Time Alignment of Diffusion Models with Direct Noise Optimization.pdf | ft_file=Inference-Time Alignment of Diffusion Models with Direct Noise Optimization.pdf | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; capabilities,2.428571428571429,B
P868,2025,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.2142857142857144,C
P869,2025,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P870,2025,position,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P871,2025,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P872,2025,empirical,abstract,,2,,2,2,2,3,2,3,2.24,C,empirical,scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3 | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,robustness,2.285714285714286,C
P873,2025,empirical,abstract,,2,,4,2,2,3,1,4,2.59,B,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment; governance,2.285714285714286,C
P874,2025,empirical,abstract,,2,,2,3,2,3,2,3,2.41,B,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness,2.5,B
P875,2025,theoretical,abstract,,2,,1,3,,3,1,3,2.41,B,theoretical,ai-revised:publication_type=other->theoretical | moved:effect_sizes(theoretical) | moved:formal_framework(none->other) | | ai-revised:publication_type=other->theoretical | moved:effect_sizes(theoretical) | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.714285714285715,B
P876,2025,other,abstract,,1,,1,2,,2,1,2,1.65,C,pos_review,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,interpretability; ethics,1.7857142857142858,C
P877,2025,opinion,abstract,,2,,1,2,,3,1,3,2.24,C,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P878,2025,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.428571428571429,B
P879,2025,empirical,abstract,,2,,2,3,2,3,2,3,2.41,B,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness,2.5,B
P880,2025,theoretical,abstract,,2,,2,3,,3,1,3,2.59,B,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,,2.714285714285715,B
P881,2025,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.428571428571429,B
P882,2025,empirical,abstract,,2,,1,2,1,2,1,1,1.47,D,empirical,ai-revised:subdomains=->other | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=2 | scored:D7=1 | scored:D8=1 | | ai-revised:subdomains=->other | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),1,other,1.5714285714285716,D
P883,2025,theoretical,abstract,,2,,2,3,,3,2,3,2.65,B,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness,2.785714285714286,B
P884,2025,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P885,2025,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment,2.142857142857143,C
P886,2019,other,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.5,B
P887,2024,other,abstract,,2,,2,2,,3,2,3,2.47,B,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment,2.5714285714285716,B
P888,2024,position,abstract,,2,,1,2,,3,1,3,2.24,C,pos_review,ai-revised:publication_type=other->position | | ai-revised:publication_type=other->position | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.5,B
P889,2020,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.2142857142857144,C
P890,2021,theoretical,abstract,,2,,2,3,,3,1,3,2.59,B,theoretical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.714285714285715,B
P891,2024,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P892,2023,position,abstract,,2,,1,2,,2,1,2,1.76,C,pos_review,ai-revised:publication_type=review->position | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | | ai-revised:publication_type=review->position | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; ethics,1.9285714285714288,C
P893,2023,empirical,abstract,,1,,2,2,2,3,1,3,2.06,C,empirical,ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | | ai-revised:methodology=not_applicable->experiment | moved:formal_framework(none->other) | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.0714285714285716,C
P894,2022,other,abstract,,1,,1,2,,3,1,3,2.12,C,pos_review,moved:datasets_used(other) | | moved:datasets_used(other) | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.357142857142857,C
P895,2023,empirical,full-text,,1,,2,2,2,3,1,3,2.06,C,empirical,ft_file=VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception.pdf | ft_file=VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception.pdf | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.0714285714285716,C
P896,2024,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.142857142857143,C
P897,2023,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.2142857142857144,C
P899,2024,empirical,abstract,,1,,1,2,2,3,1,2,1.82,C,empirical,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; ethics,2.0,C
P900,2023,empirical,abstract,,1,,1,2,2,3,1,2,1.82,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness,2.0,C
P901,2018,review,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P902,2018,other,abstract,,1,,1,2,,2,1,2,1.65,C,pos_review,ai-revised:subdomains=->other | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | | ai-revised:subdomains=->other | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,other,1.7857142857142858,C
P903,2022,empirical,abstract,,2,,2,2,2,3,1,2,2.12,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment,2.142857142857143,C
P904,2021,other,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,moved:datasets_used(other) | moved:formal_framework(none->other) | | moved:datasets_used(other) | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; governance; ethics,2.5,B
P905,2024,empirical,abstract,,2,,2,2,2,3,2,3,2.24,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness,2.285714285714286,C
P906,2023,empirical,abstract,,2,,2,2,2,3,2,3,2.24,C,empirical,ai-revised:methodology=not_applicable->experiment | | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness,2.285714285714286,C
P907,2021,other,metadata,,1,,3,1,,,1,4,2.25,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment; robustness,1.2857142857142858,D
P908,2019,theoretical,abstract,,2,,1,2,,3,1,3,2.12,C,theoretical,ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | | ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,robustness,2.3571428571428577,C
P909,2018,other,abstract,,2,,4,3,,3,1,4,3.12,B,pos_review,moved:datasets_used(other) | moved:effect_sizes(other) | | moved:datasets_used(other) | moved:effect_sizes(other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment,2.9285714285714284,B
P910,2024,position,abstract,,2,,3,2,,3,1,4,2.76,B,pos_review,ai-revised:publication_type=empirical->position | moved:formal_framework(none->other) | | ai-revised:publication_type=empirical->position | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,robustness; ethics,2.7142857142857144,B
P911,2020,empirical,abstract,,2,,4,3,2,3,1,4,2.76,B,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment,2.5,B
P912,2022,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,ai-revised:subdomains=->value alignment; robustness | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | | ai-revised:subdomains=->value alignment; robustness | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; robustness,2.2142857142857144,C
P913,2019,empirical,abstract,,2,,2,2,1,2,1,2,1.71,C,empirical,d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=1 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,value alignment; robustness,1.6428571428571428,C
P914,2024,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,ethics,2.142857142857143,C
P915,2024,empirical,abstract,,2,,3,2,2,3,1,4,2.41,B,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment; robustness,2.285714285714286,C
P916,2022,empirical,abstract,,1,,1,2,2,3,1,3,1.88,C,empirical,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability,2.0714285714285716,C
P917,2024,empirical,abstract,,1,,1,2,2,3,1,3,1.88,C,empirical,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness,2.0714285714285716,C
P918,2024,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.428571428571429,B
P920,2019,theoretical,abstract,,2,,2,2,,3,1,3,2.29,C,theoretical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,ethics,2.3571428571428577,C
P921,2022,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; capabilities,2.2142857142857144,C
P922,2022,other,abstract,,2,,2,3,,3,2,3,2.65,B,pos_review,moved:formal_framework(none->other) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3 | | moved:formal_framework(none->other) | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; ethics,2.785714285714286,B
P923,2024,theoretical,abstract,,2,,2,2,,3,1,3,2.29,C,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.3571428571428577,C
P924,2024,position,abstract,,2,,1,2,,3,1,3,2.24,C,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; governance; ethics,2.5,B
P925,2024,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,ai-revised:publication_type=other->empirical | | ai-revised:publication_type=other->empirical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.142857142857143,C
P926,2024,empirical,abstract,,1,,2,3,2,3,2,4,2.35,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=4,0,mesa-optimization; capabilities,2.428571428571429,B
P927,2024,review,abstract,,2,,3,2,,3,1,4,2.76,B,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment; interpretability; robustness; ethics; capabilities,2.7142857142857144,B
P928,2023,other,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P929,2024,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.2142857142857144,C
P930,2024,position,abstract,,2,,1,2,,3,1,2,2.06,C,pos_review,ai-revised:publication_type=other->position | moved:formal_framework(none->other) | | ai-revised:publication_type=other->position | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,interpretability; capabilities,2.285714285714286,C
P931,2020,empirical,abstract,,1,,2,3,2,3,1,3,2.24,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2857142857142856,C
P932,2021,other,abstract,,2,,2,2,,2,1,2,1.94,C,pos_review,scored:D2=2 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; ethics,1.9285714285714288,C
P933,2022,empirical,abstract,,1,,3,3,2,3,1,4,2.47,B,empirical,d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment; robustness,2.357142857142857,C
P934,2024,empirical,abstract,,2,,2,2,2,3,1,3,2.18,C,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.2142857142857144,C
P935,2022,theoretical,abstract,,2,,2,2,,3,1,3,2.29,C,theoretical,ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | moved:formal_framework(none->other) | | ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.3571428571428577,C
P936,2021,empirical,abstract,,2,,3,3,2,3,1,4,2.59,B,empirical,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment,2.5,B
P937,2024,empirical,abstract,,1,,2,2,2,3,1,3,2.06,C,empirical,ai-revised:subdomains=value alignment->other | | ai-revised:subdomains=value alignment->other | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,other,2.0714285714285716,C
P938,2018,empirical,abstract,,1,,4,2,2,3,1,4,2.47,B,empirical,ai-revised:methodology=not_applicable->experiment | | ai-revised:methodology=not_applicable->experiment | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,value alignment,2.142857142857143,C
P939,2024,empirical,abstract,,2,,2,3,2,3,1,4,2.41,B,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0,capabilities,2.5,B
