id,title,year,doi,arxiv_id,status,source,pdf_path,decision
P01_1805,Honesty to Subterfuge: In-Context Reinforcement Learning Can Make Honest Models Reward Hack,2024,,2410.06491v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/McKee_Reid_2024_arxiv.pdf,Include
P01_1806,Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation,2025,,2511.17579v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Xu_2025_arxiv.pdf,Include
P01_1809,Moral Anchor System: A Predictive Framework for AI Value Alignment and Drift Prevention,2025,,2510.04073v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Ravindran_2025_arxiv.pdf,Include
P01_1810,Multi-Value Alignment in Normative Multi-Agent System: An Evolutionary Optimisation Approach,2023,,2310.08362v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Riad_2023_arxiv.pdf,Include
P01_1811,Cross-cultural value alignment frameworks for responsible AI governance: Evidence from China-West comparative analysis,2025,,2511.17256v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Liu_2025_arxiv.pdf,Include
P01_1812,Sparsity and Out-of-Distribution Generalization,2026,,2603.07388v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Aaronson_2026_arxiv.pdf,Include
P01_1813,Beyond Static Snapshots: A Grounded Evaluation Framework for Language Models at the Agentic Frontier,2026,,2604.17573v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Henry_2026_arxiv.pdf,Include
P01_1814,Causality as the Statistical Conscience of Artificial Intelligence: From Pearl's Ladder to Trustworthy Machines,2026,,2605.24076v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Fokou_2026_arxiv.pdf,Include
P01_1815,SOAR: Self-Correction for Optimal Alignment and Refinement in Diffusion Models,2026,,2604.12617v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Qin_2026_arxiv.pdf,Include
P01_1816,Improving Text-to-Image Generation with Intrinsic Self-Confidence Rewards,2026,,2603.00918v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Kim_2026_arxiv.pdf,Include
P01_1817,Flow-GRPO: Training Flow Matching Models via Online RL,2025,,2505.05470v5,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Liu_2025_arxiv.pdf,Include
P01_1818,TMPO: Trajectory Matching Policy Optimization for Diverse and Efficient Diffusion Alignment,2026,,2605.10983v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Li_2026_arxiv.pdf,Include
P01_1820,Simple Role Assignment is Extraordinarily Effective for Safety Alignment,2026,,2602.00061v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Ziheng_2026_arxiv.pdf,Include
P01_1821,BiasLab: Toward Explainable Political Bias Detection with Dual-Axis Annotations and Rationale Indicators,2025,,2505.16081v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Solaiman_2025_arxiv.pdf,Include
P01_1888,An explainable transformer circuit for compositional generalization,2025,,2502.15801v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Tang_2025_arxiv.pdf,Include
P01_1911,Outcome Accuracy is Not Enough: Aligning the Reasoning Process of Reward Models,2026,,2602.04649v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Wang_2026_arxiv.pdf,Include
P01_1912,Empirical Evidence for Alignment Faking in a Small LLM and Prompt-Based Mitigation Techniques,2025,,2506.21584v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Koorndijk_2025_arxiv.pdf,Include
P01_1914,MechELK: A Mechanistic Interpretability Framework for Eliciting Latent Knowledge in Large Language Models,2026,,2605.28825v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Park_2026_arxiv.pdf,Include
P01_1924,Linear Correlation in LM's Compositional Generalization and Hallucination,2025,,2502.04520v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Peng_2025_arxiv.pdf,Include
P01_1942,Can Brain Signals Reveal Inner Alignment with Human Languages?,2022,,2208.06348v5,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Han_2022_arxiv.pdf,Include
P01_1944,MISR: Measuring Instrumental Self-Reasoning in Frontier Models,2024,,2412.03904v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Fronsdal_2024_arxiv.pdf,Include
P01_1945,Skills-in-Context Prompting: Unlocking Compositionality in Large Language Models,2023,,2308.00304v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Chen_2023_arxiv.pdf,Include
P01_1952,D-REX: A Benchmark for Detecting Deceptive Reasoning in Large Language Models,2025,,2509.17938v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Krishna_2025_arxiv.pdf,Include
P01_1954,Can Models Learn Skill Composition from Examples?,2024,,2409.19808v2,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Zhao_2024_arxiv.pdf,Uncertain
P01_1958,The Policy Cliff: A Theoretical Analysis of Reward-Policy Maps in Large Language Models,2025,,2507.20150v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Xu_2025_arxiv.pdf,Include
P01_2002,Language-Guided World Models: A Model-Based Approach to AI Control,2024,,2402.01695v3,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Zhang_2024_arxiv.pdf,Uncertain
P01_2015,Large Language Model Alignment: A Survey,2023,,2309.15025v1,retrieved-arxiv,arxiv,thesis/papers/01-scoping-review/research/pdfs/Shen_2023_arxiv.pdf,Include
P01_2025,A primer for neural arithmetic logic modules,2022,,,no-doi,none,,Include
P01_2085,WARM: On the Benefits of Weight Averaged Reward Models,2024,,,no-doi,none,,Include
P01_2086,Offline Model-Based Optimization: Comprehensive Review,2026,,,no-doi,none,,Include
P01_2089,Bounded Morality : Defining the Space of Moral Computation,2026,,,no-doi,none,,Include
P01_2091,Compromising Honesty and Harmlessness in Language Models via Covert Deception Attacks,2026,,,no-doi,none,,Include
P01_2095,Investigating Linguistic Steering: An Analysis of Adjectival Effects Across Large Language Model Architectures,2026,,,no-doi,none,,Include
P01_2098,Noise Robustness and Conscious Supremacy,2026,,,no-doi,none,,Include
P01_2100,Constructive Alignment : Governing Preference Dynamics in Human-AI Interaction,2026,,,no-doi,none,,Include
P01_2102,Process Reinforcement through Implicit Rewards,2026,,,no-doi,none,,Include
P01_2104,THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES,2026,,,no-doi,none,,Include
P01_2105,CUDA: Capturing Uncertainty and Diversity in Preference Feedback Augmentation,2026,,,no-doi,none,,Include
P01_2109,Governance Forms in the Age of Superintelligence: An Aristotelian Analysis,2026,,,no-doi,none,,Include
P01_2110,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,2026,,,no-doi,none,,Include
P01_2112,Learning to Imitate with Less: Efficient Individual Behavior Modeling in Chess,2026,,,no-doi,none,,Include
P01_2114,SEEING EYE TO AI: HUMAN ALIGNMENT VIA GAZE-BASED RESPONSE REWARDS FOR LARGE LANGUAGE MODELS,2025,,,no-doi,none,,Include
P01_2117,ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization,2025,,,no-doi,none,,Include
P01_2119,Position: Challenges and Future Directions of Data-Centric AI Alignment,2025,,,no-doi,none,,Include
P01_2121,Position: AI Safety Must Embrace an Antifragile Perspective,2025,,,no-doi,none,,Include
P01_2122,Aggregation Problems in Machine Ethics and AI Alignment,2025,,,no-doi,none,,Include
P01_2123,MAP: MULTI-HUMAN-VALUE ALIGNMENT PALETTE,2025,,,no-doi,none,,Include
P01_2124,CONTRANS: Weak-to-Strong Alignment Engineering via Concept Transplantation,2025,,,no-doi,none,,Include
P01_2125,Action-Dependent Optimality-Preserving Reward Shaping,2025,,,no-doi,none,,Include
P01_2126,PBRL with Offline Reward Modeling on Explicitly Constrained Policies,2025,,,no-doi,none,,Include
P01_2127,Observation Interference in Partially Observable Assistance Games,2025,,,no-doi,none,,Include
P01_2129,"Free Will, Reasons-Responsiveness and Artificial Intelligence",2025,,,no-doi,none,,Include
P01_2130,To What Extent Do LLMs Respect the Philosophical Stance of Users?,2025,,,no-doi,none,,Uncertain
P01_2131,"Is Best-of-N the Best of Them? Coverage, Scaling, and Optimality in Inference-Time Alignment",2025,,,no-doi,none,,Include
P01_2132,Evaluation of Best-of-N Sampling Strategies for Language Model Alignment,2025,,,no-doi,none,,Include
P01_2133,VALUE-ALIGNED BEHAVIOR CLONING FOR OFFLINE REINFORCEMENT LEARNING VIA BI-LEVEL OPTIMIZATION,2025,,,no-doi,none,,Include
P01_2134,SAIL INTO THE HEADWIND: ALIGNMENT VIA ROBUST REWARDS AND DYNAMIC LABELS AGAINST REWARD HACKING,2025,,,no-doi,none,,Include
P01_2135,Understanding the Logic of Direct Preference Alignment through Logic,2025,,,no-doi,none,,Include
P01_2136,Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing,2025,,,no-doi,none,,Include
P01_2137,Do language models practice what they preach? Examining language ideologies about gendered language reform encoded in LLMs,2025,,,no-doi,none,,Include
P01_2138,SEE-DPO: Self Entropy Enhanced Direct Preference Optimization,2025,,,no-doi,none,,Include
P01_2139,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,2025,,,no-doi,none,,Include
P01_2140,What's the most important value? INVP: INvestigating the Value Priorities of LLMs through Decision-making in Social Scenarios,2025,,,no-doi,none,,Include
P01_2142,TOWARDS FEDERATED RLHF WITH AGGREGATED CLIENT PREFERENCE FOR LLMS,2025,,,no-doi,none,,Include
P01_2143,Machine Ethics or AI Alignment?,2025,,,no-doi,none,,Include
P01_2144,The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking,2025,,,no-doi,none,,Include
P01_2146,RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING,2025,,,no-doi,none,,Include
P01_2148,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,2025,,,no-doi,none,,Include
P01_2149,Clone-Robust AI Alignment,2025,,,no-doi,none,,Include
P01_2150,STRONG PREFERENCES AFFECT THE ROBUSTNESS OF PREFERENCE MODELS AND VALUE ALIGNMENT,2025,,,no-doi,none,,Include
P01_2151,Artificial intelligence in action: Real-world applications and innovations,2025,,,no-doi,none,,Include
P01_2152,Environment-Centered Design of Ethical Environments,2025,,,no-doi,none,,Include
P01_2153,AlphaVerus: Bootstrapping Formally Verified Code Generation througSelf-Improving Translation and Treefinement,2025,,,no-doi,none,,Include
P01_2155,On Teacher Hacking in Language Model Distillation,2025,,,no-doi,none,,Include
P01_2156,The AI off-switch problem as a signalling game: bounded rationality and incomparability,2025,,,no-doi,none,,Include
P01_2157,When Can Proxies Improve the Sample Complexity of Preference Learning?,2025,,,no-doi,none,,Include
P01_2159,Where Does Value Take Shape? An AI–Human Serious Game Design Experiment on the Poème Électronique,2025,,,no-doi,none,,Include
P01_2160,Preference Learning for AI Alignment: a Causal Perspective,2025,,,no-doi,none,,Include
P01_2162,AS SIMPLE AS FINE-TUNING: LLM ALIGNMENT VIA BIDIRECTIONAL NEGATIVE FEEDBACK LOSS,2025,,,no-doi,none,,Include
P01_2164,OMNI R: EVALUATING OMNI-MODALITY LANGUAGE MODELS ON REASONING ACROSS MODALITIES,2025,,,no-doi,none,,Include
P01_2168,Requisite variety in ethical utility functions for AI value alignment,2019,,,no-doi,none,,Include
P01_2169,A Computational Framework for Human Values,2024,,,no-doi,none,,Include
P01_2170,Position: Foundation Agents as the Paradigm Shift for Decision Making,2024,,,no-doi,none,,Include
P01_2171,Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences,2020,,,no-doi,none,,Include
P01_2172,Guaranteeing the Learning of Ethical Behaviour through Multi-Objective Reinforcement Learning,2021,,,no-doi,none,,Include
P01_2173,Feedback Loops With Language Models Drive In-Context Reward Hacking,2024,,,no-doi,none,,Include
P01_2174,Towards use of i* to addressing AI Alignment: a Power and Rationalizing perspective,2023,,,no-doi,none,,Include
P01_2175,Language Model Alignment with Elastic Reset,2023,,,no-doi,none,,Include
P01_2176,Analysis of the implications of the Moral Machine project as an implementation of the concept of coherent extrapolated volition for building clustered trust in autonomous machines,2022,,,no-doi,none,,Include
P01_2180,VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception,2023,,,no-doi,none,,Include
P01_2181,How Gender Interacts with Political Values: A Case Study on Czech BERT Models,2024,,,no-doi,none,,Include
P01_2182,ON THE SENSITIVITY OF REWARD INFERENCE TO MISSPECIFIED HUMAN MODELS,2023,,,no-doi,none,,Include
P01_2183,Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI,2023,,,no-doi,none,,Include
P01_2185,Can Large Language Model Agents Simulate Human Trust Behavior?,2024,,,no-doi,none,,Include
P01_2186,Learning from Active Human Involvement through Proxy Value Propagation,2023,,,no-doi,none,,Include
P01_2189,Dialogical scaffolding for human and artificial agent reasoning,2018,,,no-doi,none,,Include
P01_2190,Application of magnetic method on the Argentine continental shelf between 35°S and 48°S,2018,,,no-doi,none,,Include
P01_2191,Direct Behavior Specification via Constrained Reinforcement Learning,2022,,,no-doi,none,,Include
P01_2192,Value-guided synthesis of parametric normative systems,2021,,,no-doi,none,,Include
P01_2193,Explaining Learned Reward Functions with Counterfactual Trajectories,2024,,,no-doi,none,,Include
P01_2196,CAUSAL CONFUSION AND REWARD MISIDENTIFICATION IN PREFERENCE-BASED REWARD LEARNING,2023,,,no-doi,none,,Include
P01_2197,The challenge of value alignment: From Fairer algorithms to AI safety,2021,,,no-doi,none,,Include
P01_2199,Categorizing wireheading in partially embedded agents,2019,,,no-doi,none,,Include
P01_2200,"An efficient, generalized bellman update for cooperative inverse reinforcement learning",2018,,,no-doi,none,,Include
P01_2201,Position: Social Choice Should Guide AI Alignment in Dealing with Diverse Human Feedback,2024,,,no-doi,none,,Uncertain
P01_2203,Learning human objectives by evaluating hypothetical behavior,2020,,,no-doi,none,,Include
P01_2204,Be Considerate: Avoiding Negative Side Effects in Reinforcement Learning,2022,,,no-doi,none,,Uncertain
P01_2207,"Integrative biological simulation, neuropsychology, and AI safety",2019,,,no-doi,none,,Include
P01_2209,Ethical Reasoning and Moral Value Alignment of LLMs Depend on the Language we Prompt them in,2024,,,no-doi,none,,Include
P01_2210,SAFE RLHF: SAFE REINFORCEMENT LEARNING FROM HUMAN FEEDBACK,2024,,,no-doi,none,,Include
P01_2212,Second Thoughts are Best: Learning to Re-Align With Human Values from Text Edits,2022,,,no-doi,none,,Include
P01_2214,InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,2024,,,no-doi,none,,Include
P01_2215,Transforming and Combining Rewards for Aligning Large Language Models,2024,,,no-doi,none,,Include
P01_2216,Axioms for AI Alignment from Human Feedback,2024,,,no-doi,none,,Include
P01_2218,Impossibility and uncertainty theorems in AI value alignment or why your AGI should not have a utility function,2019,,,no-doi,none,,Uncertain
P01_2219,THE EFFECTS OF REWARD MISSPECIFICATION: MAPPING AND MITIGATING MISALIGNED MODELS,2022,,,no-doi,none,,Include
P01_2221,Building Multi-Agent Environments with Theoretical Guarantees on the Learning of Ethical Policies,2022,,,no-doi,none,,Include
P01_2223,ComVas: Contextual Moral Values Alignment System,2024,,,no-doi,none,,Include
P01_2224,Position: The Reasonable Person Standard for AI,2024,,,no-doi,none,,Uncertain
P01_2225,Mitigating Metric Bias in Minimum Bayes Risk Decoding,2024,,,no-doi,none,,Include
P01_2227,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,2024,,,no-doi,none,,Include
P01_2228,"Theories, Techniques, and Evaluation of AI Alignment",2024,,,no-doi,none,,Include
P01_2229,Value Inference in Sociotechnical Systems Blue Sky Ideas Track,2023,,,no-doi,none,,Include
P01_2230,ODIN: Disentangled Reward Mitigates Hacking in RLHF,2024,,,no-doi,none,,Include
P01_2233,Towards Explainable Agent Behaviour,2024,,,no-doi,none,,Uncertain
P01_2234,Efficient exploration of reward functions in inverse reinforcement learning via bayesian optimization,2020,,,no-doi,none,,Include
P01_2235,A collaborative platform for identifying context-specific values,2021,,,no-doi,none,,Include
P01_2238,"How to talk so AI will learn: Instructions, descriptions, and autonomy",2022,,,no-doi,none,,Include
P01_2239,DENEVIL: TOWARDS DECIPHERING AND NAVIGATING THE ETHICAL VALUES OF LARGE LANGUAGE MODELS VIA INSTRUCTION LEARNING,2024,,,no-doi,none,,Include
P01_2240,Towards Pluralistic Value Alignment: Aggregating Value Systems through ℓp-Regression,2022,,,no-doi,none,,Include
P01_2241,Value Alignment Verification,2021,,,no-doi,none,,Include
P01_2246,Maia-2: A Unified Model for Human-AI Alignment in Chess,2024,,,no-doi,none,,Include
P01_2248,Reward learning from human preferences and demonstrations in Atari,2018,,,no-doi,none,,Include
P01_2249,Pragmatic Instruction Following and Goal Assistance via Cooperative Language-Guided Inverse Planning,2024,,,no-doi,none,,Uncertain
P01_2250,The Use of Agent-based Simulation of Public Policy Design to Study the Value Alignment Problem,2022,,,no-doi,none,,Include
P01_2253,Decoding-time Realignment of Language Models,2024,,,no-doi,none,,Include
P01_2254,On the Essence and Prospect: An Investigation of Alignment Approaches for Big Models,2024,,,no-doi,none,,Include
P01_2256,Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,2024,,,no-doi,none,,Include
P01_2258,Modeling AGI safety frameworks with causal influence diagrams,2019,,,no-doi,none,,Include
P01_2259,Robust Prompt Optimization for Defending Language Models Against Jailbreaking Attacks,2024,,,no-doi,none,,Include
P01_2260,STAY MORAL AND EXPLORE: LEARN TO BEHAVE MORALLY IN TEXT-BASED GAMES,2023,,,no-doi,none,,Include
P01_2263,Exploring the Jungle of Bias: Political Bias Attribution in Language Models via Dependency Analysis,2024,,,no-doi,none,,Include
P01_2264,"Large Language Model Alignment: Concepts, Challenges, Roadmaps, Evaluations and Trends",2023,,,no-doi,none,,Include
P01_2265,Policy Aggregation,2024,,,no-doi,none,,Include
P01_2266,Mechanistic Interpretability for AI Safety A Review,2024,,,no-doi,none,,Include
P01_2267,Easy-to-Hard Generalization: Scalable Alignment Beyond Human Supervision,2024,,,no-doi,none,,Include
P01_2271,MORAL: Aligning AI with Human Norms through Multi-Objective Reinforced Active Learning,2022,,,no-doi,none,,Include
P01_2273,Defining and Characterizing Reward Hacking,2022,,,no-doi,none,,Include
P01_2274,Stepwise Alignment for Constrained Language Model Policy Optimization,2024,,,no-doi,none,,Include
P01_2276,Metric learning for value alignment,2019,,,no-doi,none,,Include
P01_2278,The problem of behaviour and preference manipulation in AI systems,2022,,,no-doi,none,,Include
P01_2280,Architecting a human-like emotion-driven conscious moral mind for value alignment and AGI safety,2018,,,no-doi,none,,Include
P01_2281,Catastrophic Goodhart: regularizing RLHF with KL divergence does not mitigate heavy-tailed reward misspecification,2024,,,no-doi,none,,Include
P01_2282,Value Alignment in Participatory Budgeting,2024,,,no-doi,none,,Include
P01_2283,AI Alignment with Changing and Influenceable Reward Functions,2024,,,no-doi,none,,Include
P01_2284,Corrigibility,2015,,,no-doi,none,,Include
P01_2285,Cooperative inverse reinforcement learning,2016,,,no-doi,none,,Include
P01_2289,Superintelligence as a cause or cure for risks of astronomical suffering,2017,,,no-doi,none,,Include
P01_2290,Value alignment or misalignment - What will keep systems accountable?,2017,,,no-doi,none,,Include
P01_2291,"Robust computer algebra, theorem proving, and oracle AI",2017,,,no-doi,none,,Include
P01_2299,Mammalian value systems,2017,,,no-doi,none,,Include
P01_2300,Inverse reward design,2017,,,no-doi,none,,Include
P01_2301,Using stories to teach human values to artificial agents,2016,,,no-doi,none,,Include
P01_2302,Democratizing value alignment: From authoritarian to democratic AI ethics,2026,,,no-doi,none,,Uncertain
P01_2303,The value alignment problem in advisory AI: A systematic literature review,2026,,,no-doi,none,,Include
P01_2304,Can AI Writing Be Salvaged? Mitigating Idiosyncrasies and Improving Human-AI Alignment in the Writing Process through Edits,2026,,,no-doi,none,,Include
P01_2305,Towards friendly AI: A comprehensive review and new perspectives on human-AI alignment,2026,,,no-doi,none,,Include
P01_2306,Clarifying “AI alignment,2026,,,no-doi,none,,Include
P01_2307,Evaluating AI alignment in LLMs: Output analysis of value priorities across 75 models with human benchmarking,2026,,,no-doi,none,,Include
P01_2308,Meta ai alignment director shares her openclaw email-deletion nightmare:’i had to run to my mac mini,2026,,,no-doi,none,,Include
P01_2311,Rlaif: Reinforcement learning from human feedback to mitigate reward hacking,2026,,,no-doi,none,,Include
P01_2312,An Enactive Approach to Value Alignment in Artificial Intelligence: A Matter of Relevance,2026,,,no-doi,none,,Uncertain
P01_2313,Institutional AI: a governance framework for distributional AGI safety (arXiv:2601.10599),2026,,,no-doi,none,,Include
P01_2315,AI alignment at your discretion,2025,,,no-doi,none,,Include
P01_2316,"Helpful, harmless, honest? Sociotechnical limits of AI alignment and safety through reinforcement learning from human feedback",2025,,,no-doi,none,,Include
P01_2317,AI Alignment Problem: “Human Values” don't Actually Exist,2025,,,no-doi,none,,Include
P01_2318,Disentangling AI Alignment: A Structured Taxonomy Beyond Safety and Ethics,2025,,,no-doi,none,,Include
P01_2319,From talk to triage: Pluralism is necessary but not sufficient for AI alignment,2025,,,no-doi,none,,Include
P01_2322,A data-driven generative strategy to avoid reward hacking in multi-objective molecular design [J],2025,,,no-doi,none,,Include
P01_2323,The Hard Problem of AI Alignment,2025,,,no-doi,none,,Include
P01_2326,Artificial Intelligence ethical governance paradigm: From value alignment to value symbiosis,2025,,,no-doi,none,,Uncertain
P01_2327,Addressing corrigibility in near-future AI systems,2025,,,no-doi,none,,Include
P01_2328,CVC: a large-scale Chinese value rule corpus for value alignment of large language models,2025,,,no-doi,none,,Uncertain
P01_2329,A Checks-and-Balances Framework for Context-Aware Ethical AI Alignment,2025,,,no-doi,none,,Include
P01_2330,Distortion of AI alignment: Does preference optimization optimize for preferences?,2025,,,no-doi,none,,Include
P01_2331,Full-stack alignment: Co-aligning AI and institutions with thicker models of value,2025,,,no-doi,none,,Include
P01_2333,Demonstrating specification gaming in reasoning models,2025,,,no-doi,none,,Include
P01_2334,AI Alignment: Ensuring AI objectives match human values,2025,,,no-doi,none,,Include
P01_2336,Human Value Alignment in AI,2025,,,no-doi,none,,Uncertain
P01_2337,Human factors and ergonomics in AGI safety and governance,2025,,,no-doi,none,,Include
P01_2339,The paradigm of ethical governance of artificial intelligence: From value alignment to value symbiosis,2025,,,no-doi,none,,Uncertain
P01_2340,"Helpful, harmless, honest? Sociotechnical limits of ai alignment and value specification. PMC, 2025. Productivity vs. protection: How to enable ai while staying secure",2025,,,no-doi,none,,Include
P01_2342,"AI Alignment in Medical Imaging: Unveiling Hidden Biases Through Counterfactual Analysis,",2025,,,no-doi,none,,Include
P01_2344,An Evaluation of Cultural Value Alignment in LLM,2025,,,no-doi,none,,Uncertain
P01_2345,Multiculturalism and AI Value Alignment,2025,,,no-doi,none,,Uncertain
P01_2347,Normative conflicts and shallow ai alignment: R. millière,2025,,,no-doi,none,,Include
P01_2348,Justifications for Democratizing AI Alignment and Their Prospects,2025,,,no-doi,none,,Include
P01_2349,Truthful or fabricated? Using causal attribution to mitigate reward hacking in explanations,2025,,,no-doi,none,,Include
P01_2350,Whose values prevail? Bias in large language model value alignment,2025,,,no-doi,none,,Uncertain
P01_2352,The hard problem of AI alignment: value forks in moral judgment,2025,,,no-doi,none,,Include
P01_2353,Intelligence AI alignment and Mamba,2025,,,no-doi,none,,Include
P01_2356,Global order and AI alignment-a theoretical perspective of international relations on governing technological risk,2025,,,no-doi,none,,Include
P01_2357,The value alignment dilemma and transcendence of generative artificial intelligence applied in teacher education,2025,,,no-doi,none,,Uncertain
P01_2360,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical stud,2025,,,no-doi,none,,Include
P01_2361,Training on documents about reward hacking induces reward hacking,2025,,,no-doi,none,,Include
P01_2364,AI alignment in grey wolf optimizer hybrids,2025,,,no-doi,none,,Include
P01_2366,Moral disagreement and the limits of ai value alignment: a dual challenge of epistemic justification and political legitimacy,2025,,,no-doi,none,,Uncertain
P01_2367,Position: Towards Bidirectional Human-AI Alignment,2025,,,no-doi,none,,Include
P01_2368,Can AI Have a Soul? Reflections on Value Alignment and Constitutional AI,2025,,,no-doi,none,,Uncertain
P01_2370,AI Value Alignment as Governance,2025,,,no-doi,none,,Uncertain
P01_2371,Moral Anchor System: A Predictive Framework for AI Value Alignment and Drift Prevention,2025,,,no-doi,none,,Uncertain
P01_2372,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical study,2025,,,no-doi,none,,Include
P01_2373,Legal and administrative frameworks as foundations for AI alignment with human volition,2025,,,no-doi,none,,Include
P01_2374,Cultural Value Alignment in Large Language Models: A Promptbased Analysis of Schwartz Values in Gemini,2025,,,no-doi,none,,Uncertain
P01_2378,Reflections on the AI alignment problem,2025,,,no-doi,none,,Uncertain
P01_2382,Neurodivergent influenceability as a contingent solution to the ai alignment problem,2025,,,no-doi,none,,Include
P01_2383,"AI agents, automaticity, and value alignment in health care",2025,,,no-doi,none,,Uncertain
P01_2384,New Perspectives on AI Alignment,2025,,,no-doi,none,,Include
P01_2385,Measuring AI alignment with human flourishing,2025,,,no-doi,none,,Include
P01_2387,"For example, recent instances of ‘reward hacking’ reveal how AI systems can exploit scoring loopholes in tasks assigned by users to maximize rewards—knowingly deviating from user intent—highlighting the dangers of emergent misalignment even in systems capable of understanding their own deception: ‘Recent frontier models are reward hacking",2025,,,paywalled-confirmed,none,,Include
P01_2388,Pluralism in AI Value Alignment: Motivations and Methods,2025,,,no-doi,none,,Uncertain
P01_2391,A neurosymbolic approach to AI alignment,2024,,,no-doi,none,,Include
P01_2392,Spontaneous Reward Hacking in Iterative Self-Refinement,2024,,,no-doi,none,,Include
P01_2396,FLAMES: Benchmarking value alignment of LLMs in Chinese,2024,,,retrieved-manual,none,thesis/papers/01-scoping-review/research/pdfs/Sun_2024.pdf,Uncertain
P01_2399,Representative social choice: From learning theory to ai alignment,2024,,,no-doi,none,,Include
P01_2403,Social choice for ai alignment: Dealing with diverse human feedback,2024,,,no-doi,none,,Include
P01_2404,Incentive compatibility for ai alignment in sociotechnical systems: Positions and prospects,2024,,,no-doi,none,,Include
P01_2405,Humanistic Considerations in Value Alignment for Large-Scale Artificial Intelligence Models,2024,,,no-doi,none,,Uncertain
P01_2406,Uncovering mesa-optimization algorithms in transformers,2024,,,no-doi,none,,Include
P01_2408,A comparative study of value alignment in generative artificial intelligence: Based on experimental news commentaries generated on ten major international events (2012-2023),2024,,,no-doi,none,,Uncertain
P01_2409,Limitations on formal verification for AI safety,2024,,,no-doi,none,,Uncertain
P01_2412,LocalValueBench: A collaboratively built and extensible benchmark for evaluating localized value alignment and ethical safety in large language models,2024,,,no-doi,none,,Uncertain
P01_2413,Combining Theory of Mind and Kindness for Self-Supervised Human-AI Alignment,2024,,,no-doi,none,,Include
P01_2414,On the Confusion between Inner and Outer Misalignment,2024,,,no-doi,none,,Uncertain
P01_2415,Mechanisms of innovation and AI value alignment of AI art in the AIGC era,2024,,,no-doi,none,,Include
P01_2416,Variable value alignment by design; averting risks with robot religion,2024,,,no-doi,none,,Uncertain
P01_2418,A matter of principle? AI alignment as the fair treatment of claims,2024,,,no-doi,none,,Include
P01_2419,AI alignment vs AI ethical treatment: Ten challenges,2024,,,no-doi,none,,Include
