study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P839,P01_2098,Noise Robustness and Conscious Supremacy,"Mogi, K.",2026,,,3,,RQ: Noise Robustness and Conscious Supremacy | Abstract: It is of interest whether artificial intelligence systems can emulate conscious information processing of the human brain. Here I discuss the aspects of conscious computation leading to artificial consciousness.,no-doi,no-doi,no,yes,,no,
P840,P01_2100,Constructive Alignment : Governing Preference Dynamics in Human-AI Interaction,"Kanwal, M.; Tran, C.",2026,,,3,,"RQ: Constructive Alignment : Governing Preference Dynamics in Human-AI Interaction | Abstract: Most approaches to AI alignment treat human preferences as fixed targets to be inferred and optimized. This assumption conflicts with extensive empirical evidence showing that preferences are layered, dynamic, and constructed through intera",no-doi,no-doi,no,yes,,no,
P841,P01_2102,Process Reinforcement through Implicit Rewards,"Cui, G.; Yuan, L.; Wang, Z.; Wang, H.; Zhang, Y.; Chen, J.; Li, W.; He, B.; Fan, Y.; Yu, T.; Xu, Q.; Chen, W.; Yuan, J.; Chen, H.; Zhang, K.; Lv, X.; Wang, S.; Yao, Y.; Han, X.; Peng, H.; Cheng, Y.; Liu, Z.; Sun, M.; Zhou, B.; Ding, N.",2026,,,5,,"RQ: Process Reinforcement through Implicit Rewards | Abstract: Dense process rewards have proven a more effective alternative to the sparse outcome-level rewards in the inference-time scaling of large language models (LLMs), particularly in tasks requiring complex multi-step reasoning. While dense rewa",no-doi,no-doi,no,yes,,no,
P842,P01_2104,THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES,"Brasi, C.; Seccomandi, B.; Sanfilippo, F.",2026,,,5,,"RQ: THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES | Abstract: This perspective study critiques the anthropomorphic fallacy surrounding artificial intelligence (AI) ""disobedience”, reframing algorithmic non-compliance as a deterministic outcome of mathematical optimization rather than an existential th",no-doi,no-doi,no,yes,,no,
P843,P01_2105,CUDA: Capturing Uncertainty and Diversity in Preference Feedback Augmentation,"Kang, S.; Jeong, J.; Yun, S.-Y.",2026,,,3,,"RQ: CUDA: Capturing Uncertainty and Diversity in Preference Feedback Augmentation | Abstract: Preference-based Reinforcement Learning (PbRL) effectively addresses reward design challenges in Reinforcement Learning and facilitates human-AI alignment by enabling agents to learn human intentions. However, optimizing PbRL critically dep",no-doi,no-doi,no,yes,,no,
P844,P01_2109,Governance Forms in the Age of Superintelligence: An Aristotelian Analysis,"Inoue, M.",2026,,,3,,"RQ: Governance Forms in the Age of Superintelligence: An Aristotelian Analysis | Abstract: Recent studies have pointed out that large language models (LLMs) face challenges in representing diverse value systems and facilitating consensus building, suggesting a potential incompatibility with democratic decision-making processes. A",no-doi,no-doi,no,yes,,no,
P845,P01_2110,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,"Mishra, P.; Rastogi, C.; Pfohl, S.R.; Parrish, A.; Teh, T.H.; Patel, R.; Diaz, M.; Wang, D.; Paganini, M.; Prabhakaran, V.; Aroyo, L.; Rieser, V.",2026,,,4,,"RQ: Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity | Abstract: Ensuring the safety of Generative AI requires a nuanced understanding of pluralistic view-points. In this paper, we introduce a novel data-driven approach for analyzing ordinal safety ratings in pluralistic settings.",no-doi,no-doi,no,yes,,no,
P846,P01_2112,Learning to Imitate with Less: Efficient Individual Behavior Modeling in Chess,"Tang, Z.; Jiao, D.; Xue, E.; Mcilroy-Young, R.; Kleinberg, J.; Sen, S.; Anderson, A.",2026,,,3,,"RQ: Learning to Imitate with Less: Efficient Individual Behavior Modeling in Chess | Abstract: As humans seek to collaborate with, learn from, and better understand artificial intelligence systems, developing AIs that can accurately emulate individual decision-making becomes increasingly important. Chess, a long-standing AI benchmark",no-doi,no-doi,no,yes,,no,
P847,P01_2114,SEEING EYE TO AI: HUMAN ALIGNMENT VIA GAZE-BASED RESPONSE REWARDS FOR LARGE LANGUAGE MODELS,"Lopez-Cardona, A.; Segura, C.; Karatzoglou, A.; Abadal, S.; Arapakis, I.",2025,,,4,,"RQ: SEEING EYE TO AI: HUMAN ALIGNMENT VIA GAZE-BASED RESPONSE REWARDS FOR LARGE LANGUAGE MODELS | Abstract: Advancements in Natural Language Processing (NLP), have led to the emergence of Large Language Models (LLMs) such as GPT, Llama, Claude, and Gemini, which excel across a range of tasks but require extensive fine-tuning to align their output",no-doi,no-doi,no,yes,,no,
P848,P01_2117,ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization,"Yoon, H.S.; Yoon, E.; Hasegawa-Johnson, M.; Kim, S.; Yoo, C.D.",2025,,,4,,"RQ: ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization | Abstract: We introduce ConfPO, a method for preference learning in Large Language Models (LLMs) that identifies and optimizes preference-critical tokens based solely on the training policy’s confidence, without requiring any auxiliary models or compu",no-doi,no-doi,no,yes,,no,
P849,P01_2119,Position: Challenges and Future Directions of Data-Centric AI Alignment,"Yeh, M.-H.; Wang, J.; Du, X.; Park, S.; Tao, L.; Im, S.; Li, Y.",2025,,,3,,"RQ: Position: Challenges and Future Directions of Data-Centric AI Alignment | Abstract: As Al systems become increasingly capable and influential, ensuring their alignment with human values, preferences, and goals has become a crit-ical research focus. Current alignment methods primarily focus on designing algorithms and loss ",no-doi,no-doi,no,yes,,no,
P850,P01_2121,Position: AI Safety Must Embrace an Antifragile Perspective,"Jin, M.; Lee, H.",2025,,,5,,RQ: Position: AI Safety Must Embrace an Antifragile Perspective | Abstract: This position paper contends that modern AI research must adopt an antifragile perspective on safety—one in which the system’s capacity to guarantee long-term AI safety such as handling rare or out-of-distribution (OOD) events expands over ,no-doi,no-doi,no,yes,,no,
P851,P01_2122,Aggregation Problems in Machine Ethics and AI Alignment,"Baum, K.; Slavkovik, M.",2025,,,4,,RQ: Aggregation Problems in Machine Ethics and AI Alignment | Abstract: Artificial agents increasingly make decisions with far-reaching consequences. It is therefore imperative to ensure that their actions are not only functionally effective but also normatively appropriate.,no-doi,no-doi,no,yes,,no,
P852,P01_2123,MAP: MULTI-HUMAN-VALUE ALIGNMENT PALETTE,"Wang, X.; Le, Q.; Ahmed, A.; Diao, E.; Zhou, Y.; Baracaldo, N.; Ding, J.; Anwar, A.",2025,,,4,,"RQ: MAP: MULTI-HUMAN-VALUE ALIGNMENT PALETTE | Abstract: Ensuring that generative AI systems align with human values is essential but challenging, especially when considering multiple human values and their potential trade-offs. Since human values can be personalized and dynamically change over t",no-doi,no-doi,no,yes,P733,no,
P853,P01_2124,CONTRANS: Weak-to-Strong Alignment Engineering via Concept Transplantation,"Dong, W.; Wu, X.; Jin, R.; Xu, S.; Xiong, D.",2025,,,4,,"RQ: CONTRANS: Weak-to-Strong Alignment Engineering via Concept Transplantation | Abstract: Ensuring large language models (LLM) behave consistently with human goals, values, and intentions is crucial for their safety but yet computationally expensive. To reduce the computational cost of alignment training of LLMs, especially for ",no-doi,no-doi,no,yes,,no,
P854,P01_2125,Action-Dependent Optimality-Preserving Reward Shaping,"Forbes, G.C.; Wang, J.; Villalobos-Arias, L.; Jhala, A.; Roberts, D.L.",2025,,,4,,"RQ: Action-Dependent Optimality-Preserving Reward Shaping | Abstract: Recent RL research has utilized reward shaping–particularly complex shaping rewards such as intrinsic motivation (IM)–to encourage agent exploration in sparse-reward environments. While often effective, “reward hacking” can lead to the shap",no-doi,no-doi,no,yes,,no,
P855,P01_2126,PBRL with Offline Reward Modeling on Explicitly Constrained Policies,"Xu, Y.; Suresh, T.; Gumaste, R.; Zhu, D.; Li, R.; Wang, Z.; Jiang, H.; Tang, X.; Yin, Q.; Cheng, M.X.; Zeng, Q.; Zhang, C.; Singh, G.",2025,,,5,,RQ: PBRL with Offline Reward Modeling on Explicitly Constrained Policies | Abstract: Preference-based reinforcement learning (PBRL) in the offline setting has succeeded greatly in industrial applications such as chatbots. A two-step learning framework that learns a reward model from an offline dataset first and then optimiz,no-doi,no-doi,no,yes,,no,
P856,P01_2127,Observation Interference in Partially Observable Assistance Games,"Emmons, S.; Oesterheld, C.; Conitzer, V.; Russell, S.",2025,,,4,,"RQ: Observation Interference in Partially Observable Assistance Games | Abstract: We study partially observable assistance games (POAGs), a model of the human-AI value alignment problem which allows the human and the AI assistant to have partial observations. Motivated by concerns of AI deception, we study a qualitativel",no-doi,no-doi,no,yes,,no,
P857,P01_2129,"Free Will, Reasons-Responsiveness and Artificial Intelligence","Kokko, V.V.",2025,,,4,,"RQ: Free Will, Reasons-Responsiveness and Artificial Intelligence | Abstract: This paper presents a refinement of Christian List's “compatibilist libertarian” view of free will and applies it to the question of AI alignment: In what ways do different artificial intelligences match this definition, and what can this t",no-doi,no-doi,no,yes,,no,
P858,P01_2130,To What Extent Do LLMs Respect the Philosophical Stance of Users?,"Shan, L.I.; Qi, J.; Chen, K.",2025,,,3,,RQ: To What Extent Do LLMs Respect the Philosophical Stance of Users? | Abstract: This paper explores the ability of large language models (LLMs) to understand and respect users' philosophical positions. It looks back at the problems of bias and misleading information in LLM applications and puts forward two research que,no-doi,no-doi,no,yes,,no,
P859,P01_2131,"Is Best-of-N the Best of Them? Coverage, Scaling, and Optimality in Inference-Time Alignment","Huang, A.; Block, A.; Liu, Q.; Jiang, N.; Krishnamurthy, A.; Foster, D.J.",2025,,,4,,"RQ: Is Best-of-N the Best of Them? Coverage, Scaling, and Optimality in Inference-Time Alignment | Abstract: Recent work on inference-time alignment has established the benefits of increasing inferencetime computation in language models, but naively scaling compute through techniques like Best-of-N sampling can cause performance to degrade due to ",no-doi,no-doi,no,yes,,no,
P860,P01_2132,Evaluation of Best-of-N Sampling Strategies for Language Model Alignment,"Ichihara, Y.; Jinnai, Y.; Morimura, T.; Abe, K.; Ariu, K.; Sakamoto, M.; Uchibe, E.",2025,,,5,,RQ: Evaluation of Best-of-N Sampling Strategies for Language Model Alignment | Abstract: Best-of-N (BoN) sampling with a reward model has been shown to be an effective strategy for aligning Large Language Models (LLMs) with human preferences at the time of decoding. BoN sampling is susceptible to a problem known as reward hacki,no-doi,no-doi,no,yes,,no,
P861,P01_2133,VALUE-ALIGNED BEHAVIOR CLONING FOR OFFLINE REINFORCEMENT LEARNING VIA BI-LEVEL OPTIMIZATION,"Jiang, X.; Gao, N.; Zhang, X.; Dou, H.; Deng, Y.",2025,,,4,,"RQ: VALUE-ALIGNED BEHAVIOR CLONING FOR OFFLINE REINFORCEMENT LEARNING VIA BI-LEVEL OPTIMIZATION | Abstract: Offline reinforcement learning (RL) aims to optimize policies under pre-collected data, without requiring any further interactions with the environment. Derived from imitation learning, Behavior cloning (BC) is extensively utilized in offli",no-doi,no-doi,no,yes,,no,
P862,P01_2134,SAIL INTO THE HEADWIND: ALIGNMENT VIA ROBUST REWARDS AND DYNAMIC LABELS AGAINST REWARD HACKING,"Rashidinejad, P.; Tian, Y.",2025,,,5,,"RQ: SAIL INTO THE HEADWIND: ALIGNMENT VIA ROBUST REWARDS AND DYNAMIC LABELS AGAINST REWARD HACKING | Abstract: Aligning AI systems with human preferences typically suffers from the infamous reward hacking problem, where optimization of an imperfect reward model leads to undesired behaviors. In this paper, we investigate reward hacking in offline pre",no-doi,no-doi,no,yes,P651,no,
P863,P01_2135,Understanding the Logic of Direct Preference Alignment through Logic,"Richardson, K.; Srikumar, V.; Sabharwal, A.",2025,,,3,,"RQ: Understanding the Logic of Direct Preference Alignment through Logic | Abstract: Recent direct preference alignment algorithms (DPA), such as DPO, have shown great promise in aligning large language models to human preferences. While this has motivated the development of many new variants of the original DPO loss, under",no-doi,no-doi,no,yes,,no,
P864,P01_2136,Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing,"Jiang, H.; Yi, X.; Wei, Z.; Xiao, Z.; Wang, S.; Xie, X.",2025,,,3,,"RQ: Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing | Abstract: Warning: Contains harmful model outputs. Despite significant advancements, the propensity of Large Language Models (LLMs) to generate harmful and unethical content poses critical challenges.",no-doi,no-doi,no,yes,,no,
P865,P01_2137,Do language models practice what they preach? Examining language ideologies about gendered language reform encoded in LLMs,"Watson, J.; Lee, S.; Beekhuizen, B.; Stevenson, S.",2025,,,3,,"RQ: Do language models practice what they preach? Examining language ideologies about gendered language reform encoded in LLMs | Abstract: We study language ideologies in text produced by LLMs through a case study on English gendered language reform (related to role nouns like congressperson/-woman/-man, and singular they). First, we find political bias: when asked to use lang",no-doi,no-doi,no,yes,,no,
P866,P01_2138,SEE-DPO: Self Entropy Enhanced Direct Preference Optimization,"Shekhar, S.; Singh, S.; Zhang, T.",2025,,,4,,"RQ: SEE-DPO: Self Entropy Enhanced Direct Preference Optimization | Abstract: Direct Preference Optimization (DPO) has been successfully used to align large language models (LLMs) according to human preferences, and more recently it has also been applied to improving the quality of text-to-image diffusion models. How",no-doi,no-doi,no,yes,,no,
P867,P01_2139,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,"Tang, Z.; Peng, J.; Tang, J.; Hong, M.; Wang, F.; Chang, T.-H.",2025,,,5,,"RQ: Inference-Time Alignment of Diffusion Models with Direct Noise Optimization | Abstract: In this work, we focus on the alignment problem of diffusion models with a continuous reward function, which represents specific objectives for downstream tasks, such as increasing darkness or improving the aesthetics of images. The central",no-doi,no-doi,no,yes,,no,
P868,P01_2140,What's the most important value? INVP: INvestigating the Value Priorities of LLMs through Decision-making in Social Scenarios,"Liu, X.; Liu, P.; Yu, D.",2025,,,3,,"RQ: What's the most important value? INVP: INvestigating the Value Priorities of LLMs through Decision-making in Social Scenarios | Abstract: As large language models (LLMs) demonstrate impressive performance in various tasks and are increasingly integrated into the decision-making process, ensuring they align with human values has become crucial. This paper highlights that value",no-doi,no-doi,no,yes,,no,
P869,P01_2142,TOWARDS FEDERATED RLHF WITH AGGREGATED CLIENT PREFERENCE FOR LLMS,"Wu, F.; Liu, X.; Wang, H.; Wang, X.; Su, L.; Gao, J.",2025,,,4,,"RQ: TOWARDS FEDERATED RLHF WITH AGGREGATED CLIENT PREFERENCE FOR LLMS | Abstract: Reinforcement learning with human feedback (RLHF) fine-tunes a pretrained large language model (LLM) using user preference data, enabling it to generate content aligned with human preferences. However, due to privacy concerns, users may be ",no-doi,no-doi,no,yes,,no,
P870,P01_2143,Machine Ethics or AI Alignment?,"Vishwanath, A.; Slavkovik, M.",2025,,,3,,"RQ: Machine Ethics or AI Alignment? | Abstract: Machine ethics and AI alignment have become increasingly important research disciplines in the context of modern AI technologies. Recently, there has been ambiguity regarding the specific aspects of ethical AI development that pertain to th",no-doi,no-doi,no,yes,,no,
P871,P01_2144,The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking,"Miao, Y.; Zhang, S.; Ding, L.; Zhang, Y.; Zhang, L.; Tao, D.",2025,,,5,,"RQ: The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking | Abstract: This work identifies the Energy Loss Phenomenon in Reinforcement Learning from Human Feedback (RLHF) and its connection to reward hacking. Specifically, energy loss2 in the final layer of a Large Language Model (LLM) gradually increases dur",no-doi,no-doi,no,yes,P658,no,
P872,P01_2146,RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING,"Liu, T.; Xiong, W.; Ren, J.; Chen, L.; Wu, J.; Joshi, R.; Gao, Y.; Shen, J.; Qin, Z.; Yu, T.; Sohn, D.; Makarova, A.; Liu, J.; Liu, Y.; Piot, B.; Ittycheriah, A.; Kumar, A.; Saleh, M.",2025,,,5,,"RQ: RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING | Abstract: Reward models (RMs) play a pivotal role in aligning large language models (LLMs) with human preferences. However, traditional RM training, which relies on response pairs tied to specific prompts, struggles to disentangle prompt-driven prefe",no-doi,no-doi,no,yes,,no,
P873,P01_2148,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,"Farquhar, S.; Varma, V.; Lindner, D.; Elson, D.; Biddulph, C.; Goodfellow, I.; Shah, R.",2025,,,4,,RQ: MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking | Abstract: Future advanced AI systems may learn sophisticated strategies through reinforcement learning (RL) that humans cannot understand well enough to safely evaluate. We propose a training method which avoids agents learning undesired multi-step p,no-doi,no-doi,no,yes,P682,no,
P874,P01_2149,Clone-Robust AI Alignment,"Procaccia, A.D.; Schiffer, B.; Zhang, S.",2025,,,4,,RQ: Clone-Robust AI Alignment | Abstract: A key challenge in training Large Language Models (LLMs) is properly aligning them with human preferences. Reinforcement Learning with Human Feedback (RLHF) uses pairwise comparisons from human annotators to train reward functions and has e,no-doi,no-doi,no,yes,,no,
P875,P01_2150,STRONG PREFERENCES AFFECT THE ROBUSTNESS OF PREFERENCE MODELS AND VALUE ALIGNMENT,"Xu, Z.; Kankanhalli, M.",2025,,,3,,"RQ: STRONG PREFERENCES AFFECT THE ROBUSTNESS OF PREFERENCE MODELS AND VALUE ALIGNMENT | Abstract: Value alignment, which aims to ensure that large language models (LLMs) and other AI agents behave in accordance with human values, is critical for ensuring safety and trustworthiness of these systems. A key component of value alignment is ",no-doi,no-doi,no,yes,P727,no,
P876,P01_2151,Artificial intelligence in action: Real-world applications and innovations,"Banafa, A.",2025,,,5,,"RQ: Artificial intelligence in action: Real-world applications and innovations | Abstract: This comprehensive book dives deep into the current landscape of AI, exploring its fundamental principles, development challenges, potential risks, and the cutting-edge breakthroughs that are propelling it forward. Artificial intelligence (",no-doi,no-doi,no,yes,,no,
P877,P01_2152,Environment-Centered Design of Ethical Environments,"Mayoral-Macau, A.",2025,,,3,,"RQ: Environment-Centered Design of Ethical Environments | Abstract: With the rapid introduction of autonomous agents into everyday tasks, concerns about agent alignment to human moral norms are becoming increasingly prominent. The widespread adoption of reinforcement learning (RL) in autonomous decision-mak",no-doi,no-doi,no,yes,,no,
P878,P01_2153,AlphaVerus: Bootstrapping Formally Verified Code Generation througSelf-Improving Translation and Treefinement,"Aggarwal, P.; Parno, B.; Welleck, S.",2025,,,4,,"RQ: AlphaVerus: Bootstrapping Formally Verified Code Generation througSelf-Improving Translation and Treefinement | Abstract: Automated code generation with large language models has gained significant traction, but there remains no guarantee of the correctness of generated code. We aim to use formal verification to provide mathematical guarantees that the generat",no-doi,no-doi,no,yes,,no,
P879,P01_2155,On Teacher Hacking in Language Model Distillation,"Tiapkin, D.; Calandriello, D.; Ferret, J.; Perrin, S.; Vieillard, N.; Ramé, A.; Blondel, M.",2025,,,5,,"RQ: On Teacher Hacking in Language Model Distillation | Abstract: Post-training of language models (LMs) increasingly relies on the following two stages: (i) knowledge distillation, where the LM is trained to imitate a larger teacher LM, and (ii) reinforcement learning from human feedback (RLHF), where th",no-doi,no-doi,no,yes,,no,
P880,P01_2156,The AI off-switch problem as a signalling game: bounded rationality and incomparability,"Benavoli, A.; Facchini, A.; Zaffalon, M.",2025,,,4,,"RQ: The AI off-switch problem as a signalling game: bounded rationality and incomparability | Abstract: The off-switch problem is a critical challenge in AI control: if an AI system resists being switched off, it poses a significant risk. In this paper, we model the off-switch problem as a signalling game, where a human decision-maker communi",no-doi,no-doi,no,yes,,no,
P881,P01_2157,When Can Proxies Improve the Sample Complexity of Preference Learning?,"Zhu, Y.; de Souza, D.A.; Shi, Z.; Yang, M.; Minervini, P.; Kusner, M.J.; D’amour, A.",2025,,,4,,"RQ: When Can Proxies Improve the Sample Complexity of Preference Learning? | Abstract: We address the problem of reward hacking, where maximising a proxy reward does not necessarily increase the true reward. This is a key concern for Large Language Models (LLMs), as they are often fine-tuned on human preferences that may not ",no-doi,no-doi,no,yes,,no,
P882,P01_2159,Where Does Value Take Shape? An AI–Human Serious Game Design Experiment on the Poème Électronique,"Murtas, V.; Lombardo, V.",2025,,,3,,RQ: Where Does Value Take Shape? An AI–Human Serious Game Design Experiment on the Poème Électronique | Abstract: This article presents a design experiment investigating whether and how cultural heritage values may emerge in the development of a serious game created through generative AI. Centered on Edgar à GoGo—a game based on Edgar Varèse’s Poème Él,no-doi,no-doi,no,yes,,no,
P883,P01_2160,Preference Learning for AI Alignment: a Causal Perspective,"Kobalczyk, K.; van der Schaar, M.",2025,,,4,,"RQ: Preference Learning for AI Alignment: a Causal Perspective | Abstract: Reward modelling from preference data is a crucial step in aligning large language models (LLMs) with human values, requiring robust generalisation to novel prompt-response pairs. In this work, we propose to frame this problem in a causal p",no-doi,no-doi,no,yes,,no,
P884,P01_2162,AS SIMPLE AS FINE-TUNING: LLM ALIGNMENT VIA BIDIRECTIONAL NEGATIVE FEEDBACK LOSS,"Mao, X.; Xu, H.; Li, F.-L.; Jin, Z.; Chen, W.; Zhang, W.; Luu, A.T.",2025,,,4,,"RQ: AS SIMPLE AS FINE-TUNING: LLM ALIGNMENT VIA BIDIRECTIONAL NEGATIVE FEEDBACK LOSS | Abstract: Direct Preference Optimization (DPO) has emerged as a more computationally efficient alternative to Reinforcement Learning from Human Feedback (RLHF) with Proximal Policy Optimization (PPO), eliminating the need for reward models and online",no-doi,no-doi,no,yes,,no,
P885,P01_2164,OMNI R: EVALUATING OMNI-MODALITY LANGUAGE MODELS ON REASONING ACROSS MODALITIES,"Chen, L.; Hu, H.; Zhang, M.; Chen, Y.; Wang, Z.; Li, Y.; Shyam, P.; Zhou, T.; Huang, H.; Yang, M.-H.; Gong, B.",2025,,,3,,"RQ: OMNI R: EVALUATING OMNI-MODALITY LANGUAGE MODELS ON REASONING ACROSS MODALITIES | Abstract: We introduce Omni×R, an evaluation suite designed to benchmark state-of-the-art Omni-modality Language Models (OLMs), such as GPT-4o and Gemini. Evaluating OLMs, which integrate multiple modalities such as text, vision, and audio, presents ",no-doi,no-doi,no,yes,,no,
P886,P01_2168,Requisite variety in ethical utility functions for AI value alignment,"Aliman, N.-M.; Kester, L.",2019,,,3,,"RQ: Requisite variety in ethical utility functions for AI value alignment | Abstract: Being a complex subject of major importance in AI Safety research, value alignment has been studied from various perspectives in the last years. However, no final consensus on the design of ethical utility functions facilitating AI value al",no-doi,no-doi,no,yes,P753,no,
P887,P01_2169,A Computational Framework for Human Values,"Osman, N.; d'Inverno, M.",2024,,,4,,"RQ: A Computational Framework for Human Values | Abstract: There is an increasing recognition of the need to engineer AI that respects and embodies human values. The value alignment problem, which identifies that need, has led to a growing body of research that investigates value learning, the aggr",no-doi,no-doi,no,yes,,no,
P888,P01_2170,Position: Foundation Agents as the Paradigm Shift for Decision Making,"Liu, X.; Lou, X.; Jiao, J.; Zhang, J.",2024,,,3,,"RQ: Position: Foundation Agents as the Paradigm Shift for Decision Making | Abstract: Decision making demands intricate interplay between perception, memory, and reasoning to discern optimal policies. Conventional approaches to decision making face challenges related to low sample efficiency and poor generalization.",no-doi,no-doi,no,yes,,no,
P889,P01_2171,Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences,"Brown, D.S.; Coleman, R.; Srinivasan, R.; Niekum, S.",2020,,,4,,"RQ: Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences | Abstract: Bayesian reward learning from demonstrations enables rigorous safety and uncertainty analysis when performing imitation learning. However, Bayesian reward learning methods are typically computationally intractable for complex control proble",no-doi,no-doi,no,yes,,no,
P890,P01_2172,Guaranteeing the Learning of Ethical Behaviour through Multi-Objective Reinforcement Learning,"Rodriguez-Soto, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.",2021,,,3,,"RQ: Guaranteeing the Learning of Ethical Behaviour through Multi-Objective Reinforcement Learning | Abstract: AI research is being challenged with ensuring that autonomous agents behave ethically, namely in alignment with moral values. A common approach, founded on the exploitation of Reinforcement Learning techniques, is to design environments tha",no-doi,no-doi,no,yes,,no,
P891,P01_2173,Feedback Loops With Language Models Drive In-Context Reward Hacking,"Pan, A.; Jones, E.; Jagadeesan, M.; Steinhardt, J.",2024,,,4,,"RQ: Feedback Loops With Language Models Drive In-Context Reward Hacking | Abstract: Language models influence the external world: they query APIs that read and write to web pages, generate content that shapes human behavior, and run system commands as autonomous agents. These interactions form feedback loops: LLM outputs a",no-doi,no-doi,no,yes,P701,no,
P892,P01_2174,Towards use of i* to addressing AI Alignment: a Power and Rationalizing perspective,"Gross, D.",2023,,,3,,RQ: Towards use of i* to addressing AI Alignment: a Power and Rationalizing perspective | Abstract: Recent massive successes of Large Language Models (LLMs) brought the AI Alignment problem to the forefront. This long-standing topic encompasses a range of concerns.,no-doi,no-doi,no,yes,,no,
P893,P01_2175,Language Model Alignment with Elastic Reset,"Noukhovitch, M.; Lavoie, S.; Strub, F.; Courville, A.",2023,,,5,,"RQ: Language Model Alignment with Elastic Reset | Abstract: Finetuning language models with reinforcement learning (RL), e.g. from human feedback (HF), is a prominent method for alignment.",no-doi,no-doi,no,yes,,no,
P894,P01_2176,Analysis of the implications of the Moral Machine project as an implementation of the concept of coherent extrapolated volition for building clustered trust in autonomous machines,"Sołoducha, K.",2022,,,3,,"RQ: Analysis of the implications of the Moral Machine project as an implementation of the concept of coherent extrapolated volition for building | Abstract: In this paper, we focus on the analysis of Eliezer Yudkowsky’s concept of “coherent extrapolated volition” (CEV) as a response to the need for a post-conventional, persuasive morality that meets the criteria of active trust in the sense of ",no-doi,no-doi,no,yes,,no,
P895,P01_2180,VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception,"Lee, J.; Kim, S.; Won, S.; Lee, J.; Ghassemi, M.; Thorne, J.; Choi, J.; Kwon, O.-K.; Choi, E.",2023,,,3,,"RQ: VisAlign: Dataset for Measuring the Alignment between AI and Humans in Visual Perception | Abstract: AI alignment refers to models acting towards human-intended goals, preferences, or ethical principles.In this paper, we focus on the models' visual perception alignment with humans, further referred to as AI-human visual alignment.Specifica",no-doi,no-doi,no,yes,,no,
P896,P01_2181,How Gender Interacts with Political Values: A Case Study on Czech BERT Models,"Al Ali, A.; Libovický, J.",2024,,,3,,"RQ: How Gender Interacts with Political Values: A Case Study on Czech BERT Models | Abstract: Neural language models, which reach state-of-the-art results on most natural language processing tasks, are trained on large text corpora that inevitably contain value-burdened content and often capture undesirable biases, which the models ",no-doi,no-doi,no,yes,,no,
P897,P01_2182,ON THE SENSITIVITY OF REWARD INFERENCE TO MISSPECIFIED HUMAN MODELS,"Hong, J.; Bhatia, K.; Dragan, A.",2023,,,4,,"RQ: ON THE SENSITIVITY OF REWARD INFERENCE TO MISSPECIFIED HUMAN MODELS | Abstract: Inferring reward functions from human behavior is at the center of value alignment - aligning AI objectives with what we, humans, actually want. But doing so relies on models of how humans behave given their objectives.",no-doi,no-doi,no,yes,,no,
P898,P01_2183,Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI,"Mechergui, M.; Sreedharan, S.",2023,,,5,,"RQ: Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI | Abstract: Value alignment problems arise in scenarios where the specified objectives of an AI agent don't match the true underlying objectives of its users. While value alignment remains a popular topic within AI safety research, most existing works ",no-doi,no-doi,no,yes,P392,no,
P899,P01_2185,Can Large Language Model Agents Simulate Human Trust Behavior?,"Xie, C.; Chen, C.; Jia, F.; Ye, Z.; Lai, S.; Shu, K.; Gu, J.; Bibi, A.; Hu, Z.; Jurgens, D.; Evans, J.; Torr, P.H.S.; Ghanem, B.; Li, G.",2024,,,3,,"RQ: Can Large Language Model Agents Simulate Human Trust Behavior? | Abstract: Large Language Model (LLM) agents have been increasingly adopted as simulation tools to model humans in social science and role-playing applications. However, one fundamental question remains: can LLM agents really simulate human behavior?",no-doi,no-doi,no,yes,,no,
